0,1,2,label
-2613.44715995,11858.123293,27132.9346027,socially_awkward_penguin
-3334.92631267,14313.8300334,3524.78107642,bad_luck_brian
-174.047768268,-14906.8214649,1475.844662,evil_toddler
531.998990704,12339.7194126,-6014.37629981,good_guy_greg
-4546.28725355,7608.0240492,27219.5989535,socially_awkward_penguin
32998.8796999,-3918.37183011,-5676.92588093,unpopular_opinion_puffin
-18907.6995009,-10157.3834115,-8808.57278986,advice_god
1012.87672866,11054.781427,-10041.5760359,paranoid_parrot
-18011.6188279,-11358.3793664,-1311.64582396,minor_mistake_marvin
-18756.9323999,-13546.4180755,3114.61496297,first_day_on_the_internet_kid
15903.4241499,1545.30261588,-13980.2260536,paranoid_parrot
-5097.48712292,7897.93596783,29681.8190939,socially_awkward_penguin
897.854222898,-13630.0207138,1178.59646463,evil_toddler
-18222.2491604,-12332.2724431,2649.94235722,first_day_on_the_internet_kid
1438.60601044,16895.5031359,-7606.7913814,good_guy_greg
-2930.77648001,8343.51785792,-5966.46600465,business_cat
-17880.414517,-11609.8150645,2324.19391838,first_day_on_the_internet_kid
-4510.94003536,7855.64935501,2004.36865965,confession_bear
-2463.75790926,14453.7580727,4573.3652243,bad_luck_brian
27565.4690295,-4595.18295665,-5488.09517806,unpopular_opinion_puffin
-18094.1827351,-12486.6744634,2758.56812791,first_day_on_the_internet_kid
21212.1825314,-18439.3059048,10112.057674,sudden_clarity_clarence
6219.32593178,20968.5691891,3065.57635058,high_expectations_asian_father
-3647.72789038,11229.1947291,-2518.60673583,confession_bear
-10976.2535017,1749.15027108,-3255.98579335,sheltered_college_freshman
-5995.88102357,8849.49642323,877.689571975,confession_bear
10742.7609609,-16768.3872497,4879.73643558,lazy_college_senior
1230.73191005,15922.0353756,3579.7598236,high_expectations_asian_father
30506.2380998,-2960.91282742,-5127.45224964,unpopular_opinion_puffin
16145.8495906,456.744685092,-14623.2394459,paranoid_parrot
10672.557103,18078.3469175,7087.63781508,bad_luck_brian
-18739.2278831,-9112.56444444,-9376.28943312,advice_god
-3365.66136355,13181.6947839,3127.15247089,bad_luck_brian
-18255.5555481,-11238.6564534,-615.958233791,minor_mistake_marvin
-12260.2904986,-34.9047528067,-2529.5786214,sheltered_college_freshman
-18783.3332013,-12617.1442545,430.303933236,minor_mistake_marvin
-2191.13721631,15274.3159871,4465.12419943,bad_luck_brian
15821.4975324,-12807.8649341,5513.29434598,lazy_college_senior
-4171.28993619,8194.90619032,27739.8069829,socially_awkward_penguin
210.694720401,12509.7004314,-5979.72152303,good_guy_greg
7830.6476354,20720.3623901,2756.41209316,high_expectations_asian_father
-9152.23906717,-2319.35700508,-3026.83897778,religion_pigeon
-10444.5441654,-4123.90185793,-4220.1148711,overly_attached_girlfriend
-14197.1079012,-3573.35929446,-2111.209856,overly_attached_girlfriend
-18445.8230816,-13129.6928026,2926.9528083,first_day_on_the_internet_kid
32244.3203144,-4672.23316929,-1452.24687296,bad_joke_eel
-3994.09664522,7878.41086373,-7404.24340289,business_cat
