a,b,c,d,e,f,g,h,i,label
-19935.1048218,-12694.6751363,-7789.88121312,17335.8586605,1511.1420489,-2261.33192198,7876.66144566,-8986.47208201,1334.17733344,advice_god
10762.6651188,-531.66727588,-1021.19851758,4773.78447985,-6449.52970886,-917.407624835,-3661.99278939,-3391.77012425,4506.83242025,lazy_college_senior
1192.79232186,14011.1654312,-6520.18041668,-1666.30539062,-5422.01154333,1148.06709208,-1908.82201732,-2261.26889201,-179.338930719,good_guy_greg
-17945.3153384,-11110.0453058,-942.561351362,2385.23840538,-2496.71460231,2434.98273905,-3766.85760422,1253.61020103,-997.564097856,minor_mistake_marvin
3537.47823664,-11131.9130583,653.203223565,-3273.35907542,-4256.76949907,219.307597283,-7113.79214396,1674.41493293,2776.7873906,evil_toddler
1531.7961601,8408.17097868,-8861.25033464,3985.91571576,-8732.77506385,-9988.18748085,3164.92485482,6036.83333908,-2763.25970728,paranoid_parrot
-11350.3704552,1158.14195486,-2380.14701237,-8068.85263485,8838.27410611,-9457.40877558,-7525.69479369,-8017.43643507,5516.51827934,sheltered_college_freshman
31367.6906537,-4759.17787481,-3587.0738033,6421.8036216,10363.8257553,7200.6279763,-4678.19558558,2661.10364327,-7389.65177644,unpopular_opinion_puffin
34001.6886239,-4912.86921085,-2887.80360763,4729.38781771,9621.95352874,560.099266251,-631.692262989,-4305.37975633,-3172.39425481,bad_joke_eel
-3974.3201172,11215.4245744,728.624787499,-3645.29567669,-2321.17942995,577.135816466,-264.78527672,-1259.12929382,-1346.62921556,confession_bear
-49.375773722,12794.6244844,-6524.18356549,778.307532381,-6492.15218746,1480.21787187,-7505.20792033,-2086.49833521,787.260129853,good_guy_greg
33742.8003174,-4100.87946027,-2715.47961392,4668.04716767,9377.9055491,576.334552271,-1299.62741492,-6006.4257284,-2433.99786289,bad_joke_eel
-18695.0907336,-13829.2746822,3135.4263566,-4987.21587199,-1893.94738686,2346.23135462,-3231.18632805,1975.93806828,-6014.62525421,first_day_on_the_internet_kid
21759.2937021,-17137.7284218,9061.35580396,-7713.56927109,-4567.72342129,-922.422786391,10686.2346504,-489.368913353,9.7258203562,sudden_clarity_clarence
16718.0874753,3866.75423596,-7161.14398458,2267.0114375,-4233.94676513,-1733.49101599,-8339.75193105,2298.58727842,2880.98090574,good_guy_greg
-3357.90478116,12935.9410246,-553.087265675,-2164.61804313,-4080.37268352,1014.70711658,-4310.28750218,-2285.44957382,2805.44011409,confession_bear
-4942.10003642,7777.31469331,29238.7609008,14086.996846,1851.92641699,-1529.34824654,-2952.8687571,4915.24399926,3603.18491435,socially_awkward_penguin
5677.34422214,19659.2447052,3463.12626006,391.006707064,-6174.69446463,1115.70070326,6015.68371338,-6217.27511805,-8500.64181678,high_expectations_asian_father
-17751.2458913,-9704.2090413,-1118.73335765,-777.680665958,353.015132625,2800.24729999,-2970.08209414,3078.39687231,-1811.39727025,minor_mistake_marvin
-12276.2399392,-5854.44412408,-4901.5429838,2953.90047058,-1306.40278395,1780.38761337,149.535415664,1906.94247546,373.776156035,overly_attached_girlfriend
-14683.46766,-1750.34260673,-5104.861978,-4690.31969536,10671.4996882,4779.32264269,4416.8843711,6977.18953504,-1706.50363118,college_liberal
-10172.9057073,-4174.63878851,-1927.08480282,2682.75502061,-8464.38539337,-4327.74850877,-7133.93611662,-2104.55521208,-5598.8359936,religion_pigeon
-20334.8089241,-15069.6641096,2353.81166428,-1943.34639993,706.946340612,2665.79314125,-5117.63472748,1445.81952058,-3520.84669698,first_day_on_the_internet_kid
710.403522053,13868.4529906,-6790.73261843,-1383.29629325,-4871.96959642,682.049313933,-4784.94759612,-2312.47338137,997.233023482,good_guy_greg
-1818.11470644,13282.7073315,-827.634578557,-828.21279506,-3031.17162505,5596.41342513,2827.30094154,83.2843632854,-5897.78884242,philosoraptor
16578.4774567,-12623.6367659,4472.57228225,-4691.53519962,-8516.68516786,-2744.36973758,-7453.47665675,-6867.752413,5405.24779332,lazy_college_senior
-9611.53507559,-8486.64909475,2525.02244821,-8676.91758571,-2309.17479479,1674.28565387,2203.77978107,3149.8579354,-3191.36455343,minor_mistake_marvin
-19603.1334949,-11722.3317451,-8965.90025132,18146.9772516,1790.80303349,-3145.86386961,8701.24456045,-10424.7664631,2047.04860384,advice_god
35102.7171698,-8277.44243712,7580.62047679,-8141.77136913,-1052.60151399,-5122.64376254,-377.928144631,-6501.33446142,-2344.96015892,sudden_clarity_clarence
-17525.8760164,-9688.29070728,-1239.24464243,2022.58587027,-1234.51313937,1753.59849137,-2632.01550373,1188.7336463,-652.424620447,minor_mistake_marvin
-2721.67937406,10168.5659735,-7734.51481962,-1407.29361366,-5333.96563231,16847.9515558,4108.0827824,1400.76635676,14643.4485075,business_cat
-2538.82751614,10337.5067524,149.353556251,-2605.53448676,-3646.73715509,6372.48080909,4289.44127346,1575.76970686,-6888.02736197,philosoraptor
-792.517815021,10289.1154807,-6815.16145613,5338.1165829,-5251.35336783,15089.8056641,-333.864444003,488.367302576,12121.4001722,business_cat
-2450.45052768,11265.1035038,285.337075958,-1598.49370339,-3530.65184531,5295.02474845,3770.29802717,483.70356383,-5527.15739059,philosoraptor
-18168.8487972,-12422.4655944,2718.38350604,-4282.18410245,-867.262644626,1937.78029353,-2445.52924974,1386.34763028,-5792.79189167,first_day_on_the_internet_kid
29916.6715959,-5787.4092959,-4270.84620525,3588.36061872,8754.66142092,5128.06925548,-4625.24482026,4075.29903229,-3425.67299523,unpopular_opinion_puffin
-2078.53548686,12742.7328233,-574.113689056,-970.286831008,-3610.18867794,5754.31404384,3061.40709582,155.406184434,-5995.83673509,philosoraptor
10.8204064641,13532.5544516,-6161.65732886,-1426.78372778,-4933.18493712,1964.04519727,-2483.26821858,-1090.88306662,-1869.04674905,good_guy_greg
-11366.1042578,1240.68517354,-2595.99360858,-8469.79952866,9188.00283189,-9541.19913027,-7745.19946876,-8012.24961462,5314.10209229,sheltered_college_freshman
3293.75189273,-9956.27993973,-2077.37977936,2151.81567164,-3164.12226166,-938.967524841,-12099.1423198,812.351522107,2329.36553823,evil_toddler
701.860697799,12211.9412664,-10440.9621258,4650.68672955,-7563.47463165,-10738.9090763,3523.96194406,4543.65438011,342.831700369,paranoid_parrot
-14700.3693147,-1158.30442158,-5239.15106944,-3916.07530193,11045.2648273,4593.56179744,4408.38642555,6871.70329969,-1349.47958931,college_liberal
-7573.13609955,3638.26114281,19908.9938866,18509.81632,366.363299909,-941.776798707,-4643.14075218,337.820905445,2699.98584213,socially_awkward_penguin
23677.0235921,4969.33079882,-5316.21063525,6658.99593968,3254.16479874,468.51732875,-3012.92256696,2900.19225843,2227.35536649,unpopular_opinion_puffin
-2154.96848655,12362.0439463,-308.691920809,-1760.05398298,-3248.4693851,6125.23203431,4135.30665571,596.518286481,-6622.30034263,philosoraptor
-14678.2865368,-1662.41710125,-5247.24176148,-4960.72478244,11020.8126896,4476.28342252,6120.7343354,7164.28595504,-1878.8991337,college_liberal
22362.4220618,-19592.2286881,9791.92954457,-13877.3189359,-7027.55304079,-857.29946161,15493.0774912,-1720.70097455,4073.68987,sudden_clarity_clarence
-14967.2517635,-1858.45222615,-5031.33823174,-4227.61621939,10408.2920665,4866.97801921,4482.9120837,6946.30800587,-1769.5873978,college_liberal
-18870.9307118,-10992.6806694,-8140.16277182,17447.7920891,1682.24997896,-2287.50566145,7335.55984531,-9632.32090367,1695.07571218,advice_god
-4547.33461385,8383.98192623,27739.8346265,13139.9291226,1920.22258589,-795.139097427,-1672.64050688,4793.18429604,2360.92490303,socially_awkward_penguin
-11251.5734295,2153.91537345,-3444.90623075,-9167.646396,9280.54526924,-9330.28380172,-8118.26355666,-8329.34370095,4598.07766178,sheltered_college_freshman
32537.2665405,-3391.66796893,-2804.85427325,5379.59192538,8564.0317855,1914.71181255,-3378.59773185,-4934.85599182,-1709.25747738,bad_joke_eel
-1499.72900535,14202.8650098,4916.06576317,-9430.97713886,9561.48172008,-9038.82072327,5804.81672831,229.695893954,4219.57251865,bad_luck_brian
-18635.2549931,-11287.0898423,-7126.3816414,16429.6961784,965.589277023,-1894.9409888,8473.96970253,-7788.23232824,1625.85070461,advice_god
-18044.3982952,-11356.2097251,504.239317815,-2408.4898708,576.540442138,3889.4890923,-2669.08683934,3975.81335899,-2338.88906112,minor_mistake_marvin
1012.00905706,-14096.6401162,1827.18135315,-1855.35316028,-5381.06959942,-858.810775748,-8212.54744305,2265.49553851,839.422953688,evil_toddler
27585.5513063,-13988.9296344,2411.77262445,-2192.48217759,-5800.22645523,180.276902867,-757.330390905,-5382.79742461,6694.33462778,sudden_clarity_clarence
15586.3185214,408.760020911,-14395.4625878,6024.427877,-5838.57979415,-16496.5768399,3771.10942616,16423.791666,-564.065044005,paranoid_parrot
12917.9094759,-16144.4200047,4457.60394492,-2694.13776013,-6247.6637619,-634.922017601,-11275.632131,-3832.21894234,2373.22417427,lazy_college_senior
-3997.60303789,12833.7335397,3702.05749551,-9282.60293235,11723.4726548,-7664.73234609,4291.67973856,754.556194482,4319.19787697,bad_luck_brian
-4547.19957136,8997.1757333,233.713236336,-1905.66947158,-2195.75289325,5526.38184393,1471.7127104,1310.92702165,-5556.04720398,philosoraptor
-6767.5720319,7074.30802629,943.743118958,-5494.26259905,-921.621244114,-972.060317672,-1343.60344712,-1729.85158174,3344.2103177,confession_bear
-20982.7221009,-18787.8035165,3237.20351511,5206.68913788,178.022365111,2527.98494718,376.71435893,3535.17169366,-125.172223024,overly_attached_girlfriend
14180.8656264,-120.293219928,-12460.8804998,6518.0632474,-6083.68082933,-15479.2921954,1713.16266393,14755.8003926,3724.69612236,paranoid_parrot
-3027.29986283,10361.4807216,483.875649212,-2353.11080728,-3836.69603205,6465.62806864,3085.93358328,1766.59748898,-7101.50952405,philosoraptor
22614.5190585,-18826.4448411,10162.3587803,-13132.0003977,-7807.17771141,-2452.9016031,14868.9006677,-1091.77254083,3218.99476102,sudden_clarity_clarence
-973.172806236,12202.258517,4442.74673542,-1357.27488507,-3306.79111031,-1945.69005934,1023.65437055,-5306.47970785,-6037.68271652,high_expectations_asian_father
10626.1228655,-4568.39431371,25727.10762,11802.2724847,9300.5835975,6682.31543933,-2940.75866541,-1593.5672495,2658.13157171,socially_awkward_penguin
35694.9289095,-2767.27770472,-3147.68385542,4743.38185426,8616.48547649,-1101.78983995,-1004.73759702,-6735.26066826,-1732.08537017,bad_joke_eel
-3885.03400285,14424.8734261,2717.34450149,-7361.38896108,10040.5300688,-6386.32608148,285.780545467,-940.806165439,6046.40266895,bad_luck_brian
-12274.4427301,-233.40599601,-2290.52181346,-9531.06813662,8505.90281157,-6829.00882474,-6865.95203931,-5445.17821548,1823.06832563,sheltered_college_freshman
-18803.7014655,-13271.9933571,2945.88973066,-4678.1984398,-2260.26970236,2777.42787509,-3195.92289629,1696.19788524,-6152.24057044,first_day_on_the_internet_kid
-7113.52914747,5261.92695555,25785.0352535,9485.60807699,2777.31454067,-2584.67603426,278.199747349,4723.82897617,3775.07680817,socially_awkward_penguin
-19216.5806027,-11253.9433441,-7962.20985699,16091.5833604,1512.07099416,-1950.79200192,7480.17062939,-7650.31679243,751.616484535,advice_god
31846.8248795,-9096.70132615,-1654.91187893,4487.88201086,7109.83704917,3024.24055835,-1534.24603727,-2637.42107827,-4468.11793819,bad_joke_eel
-11685.629514,836.961874845,-2573.96318666,-8631.84237017,8704.67661798,-9133.83936609,-7923.01772158,-7586.26559796,3946.78351409,sheltered_college_freshman
-11348.0626326,1408.26454451,-3086.72425564,-9006.70792943,9231.44769948,-9080.95631823,-7975.84982434,-8047.95885155,4144.53969989,sheltered_college_freshman
15680.3287927,667.074994713,-13347.0959287,7298.43151538,-7863.62109435,-16519.0974978,1014.76170902,15651.0317168,4089.3882708,paranoid_parrot
560.869623772,13669.8169412,-6469.09263051,-977.504073471,-6318.84817251,2735.2615284,-5084.90128482,-1090.11435767,652.967956558,good_guy_greg
260.943170143,11731.0726573,-6087.17102985,-1699.30642077,-3609.7746783,2392.75269441,-2173.02147419,421.400877587,-3237.11686146,good_guy_greg
-3921.90232081,10765.6660804,620.132352191,-2828.72531558,-3429.98066513,230.490390628,-2435.24821484,-1642.69160538,846.462234177,confession_bear
-4787.41010884,4155.75445102,-944.157676292,-4559.44189826,-2525.83755364,-3547.0683989,-6671.43584518,-5621.83236837,-4744.48002478,sheltered_college_freshman
-4174.4564357,8164.58796612,29536.2430075,14810.0279587,1277.11175538,-1446.91691563,-2606.81087739,5505.06339612,2315.51197837,socially_awkward_penguin
-15228.4946507,-3371.15270947,-3886.17323597,-4495.83317868,9747.92853347,4652.66047522,4561.4384241,7452.28698317,-2910.6294048,college_liberal
-2613.56563138,11858.2876237,27124.6620493,13403.995287,2321.78433652,-1773.5584601,-1391.88200001,4178.9550662,5994.4986567,socially_awkward_penguin
-3334.6659066,14315.8386619,3561.03743699,-8437.83828505,11274.9479614,-9314.87748075,3965.7907945,873.334408129,4304.80823761,bad_luck_brian
-173.5493888,-14905.0307553,1488.3027584,-2311.82410888,-6090.44508496,-293.746874637,-9004.33392724,2604.10820762,1369.65312168,evil_toddler
531.487294262,12338.8772806,-6040.79901055,-1100.50283458,-4507.67470269,2293.68339803,-1901.87640596,13.2036112176,-3336.37936558,good_guy_greg
-4546.40658581,7608.06476546,27206.3557604,11887.9715028,2320.29288844,-314.824344864,-454.895672054,5318.75390527,2820.81101196,socially_awkward_penguin
32998.3362042,-3918.59697765,-5722.37528949,6254.2546373,9620.59141539,5504.89769601,-3584.91350596,3925.89470552,-1271.63529644,unpopular_opinion_puffin
-18907.7080423,-10158.091886,-8808.79443192,17012.2274037,2449.68484054,-3706.24111094,9789.82344025,-10041.1353777,1393.62501221,advice_god
1012.86992831,11053.3269307,-10041.7558454,2963.16285317,-6447.82790598,-10686.2814615,7235.88698094,5633.20734883,-510.117637973,paranoid_parrot
-18011.3530622,-11358.6499668,-1281.24054661,1935.11018514,-1873.67522453,2973.61362448,-4386.53382973,1746.05065854,-1409.17017842,minor_mistake_marvin
-18757.1629594,-13543.9161123,3086.19337181,-4553.54006446,-1891.63035967,2602.10119218,-3471.44966896,1988.53277261,-6871.91453993,first_day_on_the_internet_kid
15903.3697939,1543.94071684,-13985.2230942,5483.61669933,-6054.7936236,-16127.1708652,2471.25521186,13110.0033887,1547.93753901,paranoid_parrot
-5097.59201924,7897.57695185,29670.5503156,14175.4722512,1247.75225299,-1318.0107583,-1844.99477735,5923.51195871,3684.53043297,socially_awkward_penguin
898.301397384,-13629.0426695,1193.82678207,-2709.6817813,-5961.60590026,-819.492865144,-8201.03598278,1421.63986247,2374.33359999,evil_toddler
-18222.5344264,-12329.3524039,2612.93336798,-4250.3096514,-962.802497636,1761.04783395,-3147.02927144,724.673286032,-5943.73619953,first_day_on_the_internet_kid
1438.06610766,16895.8884322,-7640.25900809,-1020.54469427,-6353.35749852,864.050580337,-4153.94765532,-4396.20820449,3888.09907207,good_guy_greg
-2930.57307375,8343.82159576,-5937.34591095,-358.897879176,-4997.30881783,15344.228322,4504.0529156,2856.15489756,11227.1394204,business_cat
-17880.5998281,-11606.7280291,2294.25584946,-3739.09529078,-341.445274167,1600.29687309,-3127.23946466,1279.54655908,-6167.49763137,first_day_on_the_internet_kid
-4510.77261466,7852.43158925,2016.58003894,-2740.9467103,-4982.28952017,-523.85321296,-990.034504124,-1882.8025846,-1450.97045159,confession_bear
-2463.64212793,14454.7227002,4599.70085367,-9498.41308568,9834.26631484,-9278.96753092,5575.1435116,-1055.20517321,5950.64895543,bad_luck_brian
27564.9141231,-4595.92304599,-5533.59007566,6640.70372678,10315.6284573,8700.28803366,-7936.64304438,5095.03222173,-6838.01988932,unpopular_opinion_puffin
-18094.3422153,-12482.2960633,2724.43675908,-4327.6457557,-855.48538205,1204.27517163,-2771.63936979,1098.92573223,-5567.23694726,first_day_on_the_internet_kid
21211.7646005,-18442.6373768,10086.8593459,-13497.2344988,-7165.37569513,-513.271541389,15675.8640725,-2006.24960132,3498.22617103,sudden_clarity_clarence
6219.47787005,20970.5605468,3045.46757385,1475.27227786,-6318.61411184,-1594.88729684,3882.59772736,-8299.09991355,-8129.78102743,high_expectations_asian_father
-3647.75741623,11226.6589032,-2526.25361502,-4.58832075333,-3186.13270016,1131.40941867,-3662.20908781,-1690.00347455,1775.33366104,confession_bear
-10976.3402116,1746.67892447,-3265.31558885,-8973.37422219,9306.60279605,-8687.00824345,-7057.40084827,-7150.05725184,3541.5946676,sheltered_college_freshman
-5995.72941324,8849.07332821,877.980125802,-3708.53873688,-2651.12276708,208.322982051,-5138.09848733,-1462.85902453,882.721820017,confession_bear
10742.9322585,-16772.9846434,4948.23973289,-3391.1807988,-6523.57988576,-484.814003767,-8598.86875822,-1865.5859842,1815.94914885,lazy_college_senior
1230.69327684,15923.753318,3547.92338478,-1205.07457551,-3947.08881093,2191.66612068,-647.650176313,-5581.08605991,-7461.33371313,high_expectations_asian_father
30505.8351401,-2963.20391222,-5146.70120153,4952.38786737,9300.86717405,6598.64050065,-3826.39395336,3463.68232132,-4298.54620669,unpopular_opinion_puffin
16145.8669052,456.318708523,-14616.0259416,6533.54367505,-5975.88911443,-16510.2396857,3557.28204291,17126.2557703,-684.997903346,paranoid_parrot
10672.6453759,18081.4069559,7080.97896072,-2028.03313636,-4503.30366441,-3053.06617695,-759.037747077,-4599.71769335,1567.41003333,bad_luck_brian
-18739.3925879,-9112.5250774,-9383.14526442,18978.1996635,2510.84059136,-3173.8151554,10824.9330055,-10620.5129877,3492.29812074,advice_god
-3365.58542724,13182.4319875,3160.19536714,-8705.92507853,12673.572713,-6738.44870127,4078.9616572,1371.96989159,3736.91013034,bad_luck_brian
-18255.4199358,-11239.1627186,-598.366781379,-1483.01461877,33.0132966685,3056.54074351,-2061.05861372,3872.69990018,-1832.75959297,minor_mistake_marvin
-12260.3055007,-35.6013231057,-2518.13506282,-8966.21488362,8699.44789647,-6918.91015881,-7271.73788911,-5028.359451,1287.6472111,sheltered_college_freshman
-18783.1379542,-12617.5573183,452.972334487,-1602.0629751,-461.492079689,3689.70580154,-2278.64401824,4710.4893412,-3148.83062701,minor_mistake_marvin
-2190.96223553,15275.8760717,4494.3210698,-9243.47488238,9085.68639124,-8190.5821158,3463.50516144,-894.852030591,6466.6380972,bad_luck_brian
15821.2864079,-12816.0398563,5599.95932929,-5931.14308393,-7994.35990017,-3427.77587818,-7329.94587128,-6859.06714661,5884.94536582,lazy_college_senior
-4171.3378122,8193.23099335,27741.1122074,13263.4225797,1674.54188784,-640.182254431,-1718.49460372,5009.72249797,2313.0810276,socially_awkward_penguin
210.07461523,12506.9979706,-6015.53986994,-965.283013133,-4351.65130429,2129.18726686,-3109.75096903,-505.786699982,-2454.96242897,good_guy_greg
7830.56766736,20721.8008866,2724.85707694,1298.30092542,-7156.76747527,856.354393608,4122.52712121,-7850.88118416,-7050.06446407,high_expectations_asian_father
-9151.92255172,-2317.05364578,-3005.62319221,2776.75897082,-8528.3081186,-4217.04588819,-7566.61871164,-4164.91374788,-2910.02544377,religion_pigeon
-10445.1211557,-4122.23821689,-4241.9893093,-3987.11786041,714.539888132,-3480.5737384,-1623.01551301,-20.353851485,4048.43270232,overly_attached_girlfriend
-14197.3122052,-3574.70727278,-2110.5184542,1743.71046287,-1116.72879719,1676.21676592,-856.709762514,1498.83273282,4144.5520446,overly_attached_girlfriend
-18446.1034154,-13127.4456084,2891.90973527,-4471.07100302,-1648.33716362,2004.4082602,-3017.00628822,1243.29312884,-6005.85889541,first_day_on_the_internet_kid
32244.5942486,-4672.66377577,-1453.17870772,3603.15792848,6311.07084246,90.7228230797,-1520.99641547,-5489.89433286,-2010.6595656,bad_joke_eel
-3993.74073157,7880.44757167,-7382.70948486,336.749529013,-6102.72921449,16353.4331478,8.93011611726,1776.58708707,13789.5905379,business_cat
