a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s
493.535607116,-13993.912344,1484.37515773,-2682.27902743,-4684.39315954,-398.031288151,-7555.10887883,2042.8266406,1101.5988537,4633.85061091,4296.0991045,3963.12908126,evil_toddler,-2426.55975881,-5082.27335489,-4314.10315141,-883.684595418,-5450.44775558,709.366449421,-2003.14018475
20103.8123497,-10564.6050021,1824.88642575,-768.284292616,-2295.58191869,1084.78348541,-3916.78327792,-2965.89348488,5965.12063081,11261.401522,1002.36666357,101.082941487,unpopular_opinion_puffin,-4199.67322813,2773.2940089,251.27027402,192.815101304,177.995450092,1609.11442391,-4972.46456172
-4882.66806456,3824.89150642,-1389.62757096,-4219.93841478,-2549.11013753,-2846.78261911,-8008.6438446,-5091.07158115,-5195.98982601,-6082.47409325,3845.57882731,684.739058252,sheltered_college_freshman,-184.970806296,-2509.56357196,-119.168395663,-4213.97913248,-4284.36375203,-9442.17904547,-2928.8682304
-2800.11033004,11243.24679,-8468.46758298,443.042085393,-4922.90358218,15837.4611722,-546.451759409,-488.528524578,16581.3945152,-2581.56739136,1107.75860729,-2932.18306449,business_cat,-424.489268672,3087.5065442,-4968.52882139,269.764340958,1863.6178077,-2658.91513958,-175.491255279
-4642.31075019,8619.07885668,27364.7090971,14131.6403637,2146.34204494,-1291.17377181,-1652.49309988,4870.57748912,2490.57045629,-1704.82398823,1823.9688833,-2400.95899698,socially_awkward_penguin,1482.87587546,-715.73492278,2538.85072366,-1148.49856082,-239.763001013,-545.329258182,-2.20013730776
-18478.0305039,-9134.28042861,-8488.14767868,16515.261543,2803.33602889,-3535.88289689,10443.8008558,-10083.5805369,2159.34721252,1443.01908018,-1715.44125841,839.437028206,advice_god,-1470.31002168,-700.606994158,2081.39203086,-400.913751041,-587.026812571,-729.052710817,-241.513499408
-14216.5923522,-1462.41006563,-4787.69097648,-4452.99860227,10239.2495346,3463.43847483,3764.80513851,6192.29022671,-2483.7023175,7909.45937017,177.808001996,-4140.88211975,college_liberal,4372.87713586,217.437208525,1386.25896361,527.138989006,-2261.37854929,-2341.26810119,-264.124319144
31052.7779962,-3940.77888468,-1745.2207234,2298.25334417,9324.31283244,920.11090192,1671.92985491,-5045.73323369,-2828.02171139,-5748.0830383,-2500.32230828,-3323.4105337,bad_joke_eel,8202.58999689,-3120.50788784,-4168.41890483,-2272.78851406,2055.42190834,822.896833521,2479.61457972
16746.0443806,-18332.9122587,9838.44766777,-12428.9602498,-6262.57216433,-853.779741984,15987.8239784,-739.511481508,2976.79905985,-5474.3594142,3986.11506114,-1767.57109278,sudden_clarity_clarence,297.148195284,22.9828659009,4352.22381035,2595.73644769,-2967.59528669,-663.582195133,1486.21388589
-6195.96865169,-8193.17571072,-1598.31334451,-8335.53548228,217.251203338,-2703.06322909,2762.5038657,2048.3026451,-206.231210631,5008.24613727,-503.324984005,2965.49165905,overly_attached_girlfriend,2173.52263109,4051.9219886,5076.06677626,-4410.99913979,8017.25341407,7896.05215783,717.668673901
-11922.8215071,-6460.70685314,-1832.06781045,-3001.71845493,-1291.05312863,-1656.09036841,-10.6322190547,2194.77307905,421.857501529,3457.56781129,-721.096070652,-208.632656382,overly_attached_girlfriend,2779.00078468,5480.30757348,3866.83884521,-937.129996999,9589.405933,11359.2842177,-3310.59818984
25487.5048679,-5398.15383976,-3267.03869357,5273.63367157,10990.451302,6998.19357165,-5212.79308393,4725.34429199,-5265.88433012,-2830.92209192,2826.82454478,7022.52818335,unpopular_opinion_puffin,-8362.66835611,310.654233849,2378.5324946,4709.1148746,-1644.60166984,-1318.94996622,-3275.15197272
-4116.4655972,11249.8701508,-2802.30914676,242.472035691,-3018.42043306,1446.97720176,-4722.86098667,-1694.14427936,2636.33250247,-2642.68667886,-6685.49880996,-6693.91586405,confession_bear,-898.074921267,-1590.22774902,5002.74790187,6479.73490357,-2218.86608824,868.192448992,-797.091334922
20446.1264308,-18655.6283471,10188.4378928,-13110.930693,-8678.23032485,1650.87768036,15834.4969695,-825.868216752,3397.35791073,-6927.11729675,4151.7133345,804.704789869,sudden_clarity_clarence,-959.135342164,-481.203136558,6594.20681826,2871.67487076,-4844.27839405,-668.233806263,2003.73892466
-4908.84877525,8055.87461371,28200.7255701,13105.7658077,2350.98796684,-640.445311082,-637.088631466,5465.265777,2311.18612691,-2128.22791935,1623.60038616,-2503.14645974,socially_awkward_penguin,1270.17088733,-1635.26225806,2027.2891702,-2082.87892979,204.96239737,-731.507842296,1624.2834903
7892.74569818,20540.5566559,2989.5738735,2160.27390511,-7595.57907353,592.79769266,2777.79763957,-7473.87156443,-7864.70695749,4131.94536072,6459.20334433,-1798.66055243,high_expectations_asian_father,-5296.40198329,8748.3178934,-1230.60761224,1741.94084871,-5585.33113427,-838.98132471,4284.24732472
530.662781908,11979.1896425,-5541.46664935,-3827.85860118,-4184.62101038,1560.76509451,979.051039986,-523.875536458,-577.084815709,-1991.69363646,-2033.12248668,8727.47969244,good_guy_greg,7087.34517051,-372.798469828,5578.60898028,-8984.54703911,-4296.83999134,5277.28498134,-629.791798623
-18193.8204584,-11251.8394508,147.796434069,-1127.5543759,6.28781968586,2898.01646764,-2413.59992566,4384.39363399,-2821.27798104,-1302.1511417,1824.73013807,225.567440613,minor_mistake_marvin,-2472.14106901,-2515.47174563,-4627.78091704,2545.13552901,-1083.06505856,5901.73995759,6197.19784713
7442.28534571,18485.5810177,3229.08065173,722.814874561,-6861.64744115,339.575085803,5084.84417736,-6486.54884834,-8612.95555584,3924.24947444,5643.90102898,-4199.69336826,high_expectations_asian_father,-3802.29641287,7795.59406883,-918.049223951,-693.147934567,-4700.70304853,-2053.88004514,8385.77379196
22704.6651201,-19379.2856645,10454.1578951,-13412.5812937,-5934.23072567,-940.34119982,17146.5930668,-1631.45735445,6061.78662118,-4994.84642487,5389.01131257,-1708.14480084,sudden_clarity_clarence,-340.888023338,582.222473356,4876.92783927,3020.62917087,-3054.24080747,-2538.37437757,413.63730741
44.3648017518,-14491.3557171,1684.58518546,-2015.15916248,-5251.25444353,-276.043881563,-8887.72857677,2775.99130199,499.796167993,5556.17286821,3797.38887003,4035.8552172,evil_toddler,-3036.13530684,-5334.70496147,-5810.98065454,-696.106253081,-5857.60927876,1289.73113765,-3544.13927415
-1813.28740896,16528.5831159,3328.38452268,-6341.73957781,9951.86822285,-7790.1567596,-247.04438156,-1391.84544736,4349.97503495,1030.90425901,-5756.68145035,5778.94845039,bad_luck_brian,-1503.34241689,890.637699619,-3684.71283527,4456.49353865,1537.05017681,-1248.05484059,3531.82916036
30619.8018402,-3595.08660392,-2136.87948898,4626.9693461,9052.64906027,2598.92443079,-1271.95320518,-4385.95614739,-4298.83026042,-3300.41065028,-308.298772682,-4899.2395066,bad_joke_eel,4897.46515845,-847.587432396,-4560.87381962,415.239204864,-1650.84923362,-3095.08320899,771.707220772
-979.453588707,12120.3033559,-364.565649433,-1948.50024952,-3424.35831947,4956.68681878,5575.6607791,262.284227226,-5926.15667041,1124.76327649,2577.43730931,-294.946897894,philosoraptor,-623.628761628,-2415.61786388,1052.27695281,-1730.48629377,6188.69473443,577.671624127,-3955.02615667
-3249.79422208,10835.9742057,-7874.46145727,1619.32083054,-4405.41559466,15169.9995036,-1120.17483688,351.860497104,14198.7534028,-2375.59480854,1272.22215847,-1792.05408754,business_cat,-422.193610614,2123.26221463,-5344.45337695,88.9728876512,1220.89056656,-1584.81483386,-1316.00001945
-10002.8730819,-8234.14126942,8672.37564511,-8264.88717453,-7548.5322181,2207.45106509,954.661049227,4678.05915836,-6204.11163867,299.295907496,4110.71711792,8058.10862471,lazy_college_senior,-1717.76226541,-8235.48426317,-4143.92269059,-2546.16685036,-4803.67102108,173.757294306,793.621318168
-3376.27507785,12120.6883541,296.812811847,-3325.8208086,-2756.9141765,519.445820459,-286.976616428,-2503.0469298,-556.494925826,-5299.16733276,-8055.32502373,-5145.33321518,confession_bear,327.884169,-8176.85674642,3382.517528,6295.87853722,-1513.00027339,-904.670055634,874.945254959
-441.76470992,13523.6291145,-5321.83553238,-3194.45625748,-6279.15900707,-257.211324258,-3409.76486638,-4373.62251716,3364.29955063,2638.16851533,-4273.16266,4358.92531348,good_guy_greg,2626.66458619,2722.86490247,7132.25246667,-1629.19257261,-1813.7336897,2309.92582247,-3298.12044222
-3346.15277826,14049.7551455,2852.53393414,-8774.96872382,9945.12022745,-7557.39500814,1936.3447771,-500.726695572,7790.33194529,-200.149263978,-6993.74753731,6197.98649932,bad_luck_brian,-153.982091465,3611.41668808,-3117.73391153,2556.94829886,1414.37129391,1055.94865641,1605.79205589
-4815.29600607,4205.45920713,-1422.47234634,-2990.42031725,-2710.68028151,-2527.76701944,-8437.90517143,-4547.46360356,-4468.00639732,-6131.44478948,3187.57736243,631.448660043,sheltered_college_freshman,-1170.37030364,-1540.17815642,-502.396908858,-3401.07215575,-5223.54264121,-9264.83517146,-3097.40396908
-4995.3755736,9557.8768782,-10499.039709,2354.05868028,-1474.44598021,17140.000216,4857.78868698,1055.64682999,16129.4800103,-5758.73718095,6263.05203749,-94.977649647,business_cat,1763.52302943,3102.96865339,-5783.75955629,-517.186973785,2426.26401944,-890.646942575,-82.9922570085
32325.4987322,-6829.11315098,-619.532798222,2063.05989627,7230.94006126,413.288534382,-687.777287347,-4469.89340298,-2398.90134521,-1762.3849359,-2229.97438232,-4464.92541489,bad_joke_eel,4795.66728022,299.579156853,-7602.74900905,-869.519162944,-987.290206541,4153.04778994,-5725.67465939
-2665.55755454,10146.392364,552.587889069,-3105.75807085,-2813.46080329,5261.70157139,5835.89117088,1083.05245822,-5904.40545063,2256.30699241,3424.74315887,878.209838656,philosoraptor,-1456.92608164,-3090.27732136,-454.433821425,-1395.38157515,5775.15517949,882.043647621,-5815.65062262
-19467.2030184,-10889.0492571,-7932.4692734,16682.710957,1864.97586668,-1645.88192098,9142.96375082,-9305.20180751,1067.88478949,989.318769229,-1661.70959754,3219.62269497,advice_god,-2902.07922693,-2022.15136126,2668.51806623,400.639648477,514.809640166,-1043.02320797,-196.530771538
-8664.66661763,-202.271645544,-2568.31288231,-87.2855927919,-3421.30964252,1451.58744058,-1976.75005466,-825.447315832,-635.660100674,-967.87268175,1699.27044668,-47.4048111206,evil_toddler,149.256873225,-437.5916235,1438.21508683,-177.981241894,-3413.84144189,873.177621988,689.447099018
21198.1615326,-17771.7029346,9738.78388826,-14048.6309612,-4883.9679773,1553.38945965,17040.6561911,-4.58414308846,3452.26305299,-5444.7398895,3708.21999436,-839.487183928,sudden_clarity_clarence,-1843.71725524,-80.3074986849,6207.27250839,2507.6535212,-3780.83873996,-1994.09178344,2640.10056282
-3070.36648336,10139.043108,-7834.91516229,495.187621485,-5723.06732953,17178.689895,222.943714937,1321.27869458,13699.4579267,-4891.94465098,2748.6978956,-2043.43279843,business_cat,842.796775452,380.872873787,-5097.5139712,287.777428857,2920.97011565,-2941.37386518,2203.27769999
-3366.23247964,10343.0240397,-6931.55227783,1028.77802679,-4341.58443374,15905.4872965,221.632962835,1377.50889391,12137.0013541,-2089.56368708,2283.03843229,259.903244638,business_cat,1258.83597952,-196.943414993,-5682.50728544,-1426.09459356,2035.46328556,-1365.221341,-1322.75105184
-14702.3009861,-1456.94264751,-4941.28470436,-4274.60553261,10917.656811,4698.74632609,5193.80999005,7280.76210213,-2394.3057877,9243.97058044,958.987898051,-4590.94139975,college_liberal,5020.41304889,1080.41524611,2884.93996263,717.390146018,-4019.63554731,-2373.42630448,-808.092977486
-8611.15220625,-1633.92110702,-2223.47362808,-342.672920266,-4611.81616318,567.395575809,-5430.42886536,-489.737953402,-23.9003165758,-890.67414078,2610.48256181,1954.67211208,evil_toddler,458.700571381,-1853.17010857,-1496.56619673,-517.058979292,-4458.33233036,369.430255473,1622.90927711
-635.871645064,-15440.9910322,1871.37356355,-2419.51686327,-4710.98448821,-449.034148114,-8719.7883072,3010.60422353,510.187316707,4502.94709064,4023.29901671,3555.27733049,evil_toddler,-3614.38171274,-5519.07718444,-5311.66861013,-887.605342398,-6802.99311242,1507.3449123,-3204.06818683
27887.6645747,-5772.43064356,-3469.93586758,2198.85456549,7024.59308657,7602.02803414,-1137.67696772,4694.64754927,-5849.10163021,-4260.97118089,2072.15413139,6428.08590881,unpopular_opinion_puffin,-1716.29126913,-5510.4900255,4454.62683977,-1408.20778722,2225.42958082,1315.84314421,4029.02842288
19331.1235536,-11464.8483244,1960.34591747,-442.869109521,-3108.31525683,768.20181839,-4576.9493274,-2464.76168241,5287.20544486,11225.572144,954.692467401,145.442428032,unpopular_opinion_puffin,-5190.60848238,3018.0206876,-331.82347596,530.059580953,-1325.1951706,1754.87662802,-6297.05910615
-8888.36352862,-555.868748783,-2511.62387687,-277.034906724,-3984.12439706,1778.14924681,-2368.36878189,-690.98717342,-1504.03170963,-1398.35478926,1551.69554434,-187.822065493,evil_toddler,3.76976973949,-1912.29302733,1705.58995871,190.004180135,-1862.53584349,1037.983338,1219.30353105
35514.9759498,-2641.51923191,-2016.79947971,872.841629317,8676.02489774,1505.79856884,2578.16665294,-5192.27020641,-2631.7716688,-4463.64950563,-4052.99896923,-4216.40911659,bad_joke_eel,7512.40063435,-3870.06392592,-2244.11248511,-2344.88010179,2496.31860105,-273.430346962,2997.84716311
-18960.7879366,-13069.271165,1782.07636658,-2494.44670962,1512.59611819,1675.30911564,-3100.66395462,359.915852342,-2330.32492668,-2310.193772,-4664.36434628,-4949.26858345,first_day_on_the_internet_kid,413.042028997,6211.75615048,1388.48768125,-4472.48223867,5426.7957952,238.57734931,-566.093996774
22361.8453698,-13445.4261065,3202.6237378,-1370.48297238,-6402.32285426,666.278793221,-2492.60263753,-4712.58325312,6956.53489764,4197.27434876,-8517.19566027,-7754.58607215,sudden_clarity_clarence,-7906.21527306,13399.7982198,7413.0674209,10856.9620606,853.33813993,1536.16163431,-8868.59347835
3241.93723156,1159.64243353,255.347136401,505.094127543,-4066.27983588,-1264.19587982,-2844.87687445,-3109.23080817,-341.869240064,-867.432450062,132.475353206,-2159.00953347,overly_attached_girlfriend,-1796.85845836,8846.08729795,-57.364446452,3615.91680567,4253.31762168,-1632.84698793,11229.6499531
-3972.2447315,9987.44666738,-1555.47865985,-1516.54695538,-2621.74711982,2128.82908139,-675.057441287,-274.630697608,-1202.50877431,-5145.80884597,-5467.39397535,-3157.76887789,confession_bear,1491.48706902,-5839.36110626,3971.29695128,4415.18757554,783.560670147,1702.14341113,963.813150299
32476.6719318,-5301.83994325,-3237.75429154,4921.46208404,9883.64141682,1453.08848566,-822.363346173,-3880.78185725,-5205.45711125,-6430.72401666,-2424.80149468,-5525.78635057,bad_joke_eel,6990.29342824,-2636.01906682,-4650.11612909,-1819.19692742,-726.602388228,1520.30854148,1037.26541301
-17897.303751,-11041.6686864,-152.857252283,-1206.63289825,540.944948458,2423.99621834,-1828.77623287,3762.81205999,-2132.08594672,-361.687373258,1838.06390721,167.180844493,minor_mistake_marvin,-2708.65750357,-1036.13331271,-5415.05655351,2042.53423466,479.420617041,6466.97734726,6176.89028944
16218.847594,2521.77955716,-13586.5413088,8299.7320977,-6549.90615278,-16102.1554583,1766.44796687,14336.7297818,3376.14388976,-1797.55563417,1081.82316459,-4011.85585876,paranoid_parrot,-3924.1318355,4285.67092882,-406.930242354,-420.058375992,-1392.31906102,-1317.39098085,-1843.8195799
-14636.8423077,-1735.39775706,-5099.08171549,-4406.40661571,11060.7613225,4371.03606101,4640.1971986,6654.20857415,-2583.45571809,7795.70097668,604.169796235,-4659.18442907,college_liberal,5466.89419238,-291.429283397,3011.7500891,97.1886916002,-2146.5920052,-2577.35373721,1011.14348971
-18224.9858467,-9305.89322049,-8857.97621619,17802.2750902,1995.92452684,-3200.77869993,6697.47506809,-9153.7272934,2711.13192054,2736.00948516,-1847.53221279,959.347200545,advice_god,-1798.28584861,-309.295041193,16.1230312516,-33.7394280475,-242.152752263,-344.78817017,-1695.43019943
-2986.02372151,15596.9140699,3839.04971241,-7653.8869249,9469.35998144,-8846.70812523,1540.25098906,-1313.14288097,6911.36373964,3651.77624058,-5092.7005934,5386.1163613,bad_luck_brian,-1359.46576988,2253.41975177,-4112.7460963,3265.97443506,-350.595411961,-1418.6591684,835.567622554
756.691773274,11308.4442664,-5900.11758389,-3188.45729335,-3477.07229145,1731.00245882,-310.50301399,171.085602521,-2026.46375969,-2821.51197276,-2243.40040786,8581.69396837,good_guy_greg,7523.95482805,-1476.35384308,5178.25800985,-9420.28457548,-3908.43066903,5986.18496293,-916.470601991
-6002.08954077,10554.1584115,3283.45581208,-8413.87348094,8866.93140848,-6332.50807303,3083.75218678,1274.41240772,5357.34816998,1455.24740235,-5253.2932535,6173.05105822,bad_luck_brian,-1952.55187781,4970.91385446,-1702.14473342,1515.05480668,-112.829566261,1597.13864371,-2000.33520248
-10153.262975,-4727.41704677,-1014.76369449,3063.65963613,-9094.01255658,-4492.97611933,-7250.27046084,-2328.91419702,-3937.15145929,-2568.75778463,7901.67047724,7006.10867241,religion_pigeon,15425.0343583,5057.39630516,-318.804758219,11461.2676381,2372.61390948,-4400.70833973,-1553.1852333
-3205.75643791,10122.7777477,-8037.90242578,149.862274118,-4916.36893631,16815.8854143,1227.4300978,1172.68072766,13188.4979697,-5023.13092041,3163.9012271,-1456.00586966,business_cat,1912.64339785,-202.332429507,-5435.65336907,-1010.77737834,3687.42428552,-3260.61482199,2689.96016757
22955.933189,7194.51743355,-4830.12035842,5772.74344203,3178.47937934,-388.056120242,-3188.03192808,1433.14819637,2991.91878044,6182.2156144,707.74695569,3280.99480406,unpopular_opinion_puffin,-1227.05401802,6034.8738831,1918.37761031,-4074.23885163,-142.289752491,-4646.54282393,3920.7707104
17146.7395225,-22769.0857662,10273.4202922,-10715.3230766,-7441.05768319,788.477873923,10420.5072797,224.984138521,1049.90632529,-6323.36783863,2285.96628304,1282.57500275,sudden_clarity_clarence,-1920.69759202,-1884.26210331,3277.41148128,2912.54412483,-2689.32081982,491.308999802,-412.843621761
-10100.2361199,4110.0793291,23686.29419,10080.0249441,5266.32368529,-6417.41509893,-961.752835454,7488.34919088,6071.75224861,187.433678072,-1271.07669821,16.6825116678,socially_awkward_penguin,-2333.59330094,-739.492037091,-1421.95564871,1866.74307531,1660.29085028,-207.819621707,-1119.98129208
-19590.7739171,-11842.4404476,-8516.25226409,17342.6923753,2061.09783973,-3699.49572676,8107.45995013,-10657.594353,1851.7895172,1514.4289423,-2176.58040955,1730.25992059,advice_god,-3837.77069051,-2288.11467932,1747.75200609,-537.514227573,71.1780360395,-440.889383701,-777.91183798
18747.6506292,-19301.7146013,8341.37112386,-10394.3157822,-5736.64641005,-643.058210194,14653.7616834,-496.452681256,1398.39508253,-3987.27817607,-47.959398618,1993.99193308,sudden_clarity_clarence,3153.42072004,798.272582137,950.805904756,-1784.26789477,1630.03344833,8133.55636125,-3859.09276995
-8925.75272882,-3685.69302516,-1172.14823644,3091.1987412,-9755.88706161,-5520.30043994,-7265.42799342,-1820.29599819,-4424.61911129,-594.585614903,8804.01861915,8887.72681862,religion_pigeon,17796.4938244,5420.14888704,-185.486362429,11686.828054,2863.69853594,-2665.81519896,-2408.74463555
-6409.75206821,-4199.93931839,-5040.9453854,-7903.49584324,-12092.535708,-5305.81384492,7144.76773371,5616.54089739,-2510.40536575,-1289.44404396,2478.94295708,5399.84172758,paranoid_parrot,601.913529868,-8081.70788307,-2173.83519358,-1217.82204135,2545.14201373,-1770.37562491,1561.30874131
-17734.5100534,-10324.8209109,-477.320402084,-1324.71536893,524.211829009,2590.65380185,-1591.50931382,3926.05743243,-2024.6861723,2.60406628499,1679.15828719,-665.133486935,minor_mistake_marvin,-1509.43734156,-1154.12488589,-4621.50190197,2081.0356359,-268.024337672,5744.09778135,6761.34099252
24385.5168907,-2257.29708998,-3938.17616476,3476.76517203,11188.9763111,9519.08576915,-2704.88217156,5272.8214468,-7571.41853136,-6984.00691027,-741.59413698,11950.8536295,unpopular_opinion_puffin,-6655.6169119,-1327.2829284,4082.91940338,4345.5800205,-1013.48922262,953.905742958,1365.37264973
-4613.26113733,5932.69767055,-5239.02671322,-1033.70198248,-7142.50012986,-9407.26238468,1138.79624712,3004.59724826,1251.75689294,2206.3794452,-2002.40053849,3505.94123599,paranoid_parrot,-3136.67863622,-2588.50589486,-2327.84306291,4576.84510732,3051.29053861,-1146.93061145,-4796.45661099
-9458.23305003,-7548.01669007,1543.4880191,-5422.49613211,-1772.93631719,1692.96152383,-1905.94900841,3299.80643844,-3233.79015081,354.334455595,1691.63734273,3336.35994578,minor_mistake_marvin,-3469.4832197,1327.4560254,-726.786315625,-480.426222728,-2384.63461179,2650.90011389,1449.27433446
-11483.3124265,197.184635037,-2674.19549876,-9589.46191577,9403.14967402,-8747.50370016,-6175.73144902,-6199.04091934,2297.88241637,-5945.89842592,10698.1442174,-3049.57114417,sheltered_college_freshman,-1949.15019966,-1951.86386404,2886.95285985,-2488.90103982,1247.26100655,1948.68338307,-335.956096304
-3860.43849178,10680.210828,-243.607919211,-2175.91277933,-2976.59214442,607.653106636,-3257.40600997,-1001.73262665,-395.40907159,-6880.00401032,-7650.16595616,-5847.24851751,confession_bear,-851.979917409,-7552.90408279,1706.53990774,6962.58864838,-4271.80967924,-448.4904779,-1243.97104406
-18300.9516378,-12586.584326,2809.26017053,-4520.05171926,-1380.13794765,1695.7434847,-2589.94279165,1027.90073163,-5752.12460909,-7017.54357714,-7965.67849254,-195.647896067,first_day_on_the_internet_kid,-1829.96291006,6842.63794474,-1757.83718646,-4830.74118077,667.768887609,-6348.77280641,-336.468063809
33153.6774845,-3959.73128745,-1727.51045083,3283.16262819,9349.66884224,10.7684290434,2341.16388697,-4876.74508202,-3757.81176149,-6165.3663786,-1122.56576018,-3563.81651209,bad_joke_eel,9336.26337519,-1226.833738,-7977.64105005,-2410.58185318,-757.614934214,3420.58762922,-2279.07884696
35221.7113345,-2371.11712256,-3462.29848706,5140.69578257,9254.10159513,-283.13246212,-1567.96744879,-6799.99034446,-1461.87395525,-2565.14093964,-3225.03890935,-6370.95947165,bad_joke_eel,7490.46605029,1015.8448297,-3891.78851236,-1372.85691254,1032.67192414,1298.80937597,-505.321148256
-17654.6147132,-9887.17802312,-1453.56671836,2256.69124875,-1464.04051359,2285.68614562,-3401.88681847,832.271974898,-953.802906035,-3733.47598742,-1921.46137191,-4165.08855503,minor_mistake_marvin,290.555344452,-101.187502603,-3413.03472732,5140.19668204,-1554.87564144,7219.1190356,2726.69344967
15183.7669028,-454.940585837,-13307.0349771,7394.84086386,-8172.58456614,-16567.4490909,1756.3352446,13859.732477,3540.04702462,-3773.56034416,1264.08198154,-3464.0383571,paranoid_parrot,-2437.0596187,1415.33530901,295.972386505,-1504.64145165,1354.59464919,-949.274439721,-114.671864931
-2763.68294898,11009.3174086,244.331604605,-1259.1901584,-3678.35186164,6557.52203342,3311.9115579,921.013527562,-7357.53445309,1624.12983959,3939.28821979,-25.752537306,philosoraptor,-2497.14956426,-6060.18755554,705.730105666,-432.04936767,7862.38763664,-972.686548017,-2836.79068158
7658.42626217,20507.8725796,2496.92341485,1350.81934348,-7569.79352993,1114.49014372,3325.77560514,-7487.6658203,-8374.3032792,3942.95743664,4506.062116,-4935.03299706,high_expectations_asian_father,-4043.35269625,7523.70153457,-1144.08124747,-274.437590551,-3370.55738718,-1715.01937142,7621.3975848
-15134.0044615,-6655.39186652,-1390.78499884,-1483.36194309,-976.4328536,-955.814422442,-2818.3408279,2291.84157349,-1577.50240587,1276.18766758,1398.48271941,-1098.16685289,overly_attached_girlfriend,2952.68402909,3287.3040686,3940.86591962,-201.966046546,7558.59679302,9683.46903169,-396.540999364
14464.0427802,-1149.82362154,-12903.3076254,6737.92212338,-8388.89888454,-15584.3643765,1556.1432526,16268.1665449,1639.95806178,-2837.91527412,936.879102083,-1846.25095578,paranoid_parrot,-5150.07813547,2104.41662062,-838.888953809,-162.895697658,-3914.98834485,-867.197738492,-1761.2550834
-1332.72800257,12869.929576,-813.409054894,-1346.6766293,-2989.96668802,5262.50650062,3408.93599052,-803.410984347,-4572.07716367,2557.64782686,1288.14356125,-1248.00051788,philosoraptor,-1286.66547871,-2310.57102564,1322.16874115,-1356.81262722,7654.2523763,-462.263649248,-5081.58069338
-19293.5470617,-11711.457563,-8070.57387641,17445.8225843,2337.36182023,-3289.64572783,8121.34687104,-8241.4359203,57.4677522107,374.552771244,-884.801125437,2891.95466092,advice_god,-1429.55238283,-2279.48723419,442.844406036,-534.956743532,0.643368929387,213.082667273,-400.112266138
36394.7536045,-3856.88082178,-2782.39713688,4638.6716409,8749.99759273,-332.918310453,1358.56239762,-5056.75916959,-1549.10099344,-3544.15991391,-1703.85549168,-4650.3721024,bad_joke_eel,8597.5661006,1022.58141782,-5214.76609653,-3691.09055461,-106.300956954,2350.57271432,-1440.38228946
15207.4482094,1217.94821797,-13350.6495507,6923.50087513,-7861.0125312,-16979.3004679,1980.77895589,14061.4736193,5268.2408835,-1397.1301026,864.013796601,-4298.26745289,paranoid_parrot,-2801.4301657,2476.85882079,-796.939212911,-331.910766958,884.242321188,-208.979384873,-1524.89492852
-303.735867704,14995.8194288,1325.86253666,-4530.15111014,-4499.72182671,-486.176973196,-793.235524409,-2970.77180967,185.653103365,171.964594432,-9295.04539281,-2501.46715192,confession_bear,-12.6728911372,-6792.82497598,1618.41661865,4543.25366662,-384.929343459,786.340357716,-4385.5691698
-18310.7134808,-12957.6749206,3143.60940701,-4044.7157869,-1240.52773546,1673.82106644,-2876.20000608,1446.95831289,-5218.52502656,-6267.8450905,-5772.22990994,355.538730759,first_day_on_the_internet_kid,-1826.77633941,6790.18782883,-2248.37287719,-3982.79212118,-811.963985192,-5610.81904058,-1447.27564411
-2419.79756788,13153.87563,-5735.06530655,-2554.81190113,-3750.53760116,1315.88738556,-4949.03508886,-2888.77975881,3616.86474379,2087.87800119,-3917.67120892,3319.44119454,good_guy_greg,1019.84459502,315.347361948,6938.71417555,713.588672022,-2716.94822821,730.693937657,-1829.62504995
5969.04918594,19834.3019212,4267.1110986,23.3426531278,-8069.49418638,979.998421837,5120.22000191,-6785.76401084,-11337.6679621,3114.69403818,5678.91519861,-756.058245541,high_expectations_asian_father,-3335.98110008,1871.12858866,-2808.06983861,600.690422446,-829.514444978,185.304720395,6781.66338717
17193.6718748,5175.84418423,-7546.9528053,2671.04512427,-4030.80027439,-1971.35506352,-8392.28975959,1036.6470158,4704.61179355,2581.13827005,-2756.29616249,-851.491666797,good_guy_greg,-1768.84039942,5157.98250708,3461.43443987,-1611.18497913,-7457.54778123,2322.91497381,684.100526306
4651.24309113,18154.7666293,-1687.13905008,5322.23077964,-5674.52631307,1906.267082,1819.58032249,-6496.32612343,-7443.91439169,4880.18889453,2630.89314526,-4166.03682993,high_expectations_asian_father,-3712.49574502,7642.89070184,-1554.45531163,1731.36980644,-2939.37854559,329.978768288,4586.49174819
-1918.4051823,11322.1836285,-45.507865039,-1194.23142026,-3041.50325791,5846.99474694,3952.22937173,357.64924721,-5101.47668587,340.829646148,4347.24404247,-2217.26159966,philosoraptor,-2415.69237974,-2209.0688506,1623.8052231,559.301165399,5151.59981609,-1911.25531126,-3167.59972631
-10568.4960873,-8635.02304642,-6.13950491407,-7571.89336276,-342.336352195,-1627.04339044,1404.07678613,1275.63453304,853.635838568,5658.79057446,540.515762452,570.986320761,overly_attached_girlfriend,-1014.60327926,4709.08187714,6070.6263362,-120.90138579,8053.22295551,4407.17562145,3314.77760117
2003.02210556,7848.65649144,-7443.93962779,4854.3954352,-7609.75049116,-9291.18597733,2376.64660438,5946.0060301,-264.277697186,-4243.95419056,3887.69223835,-147.362271932,paranoid_parrot,370.159986886,-594.296111753,183.697031959,-30.6420599696,-2135.22220758,-2610.99374824,1575.7744099
