a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s
21759.2171973,-17138.1231492,9055.52202693,-7722.7051668,-4500.64123577,-1036.51545348,10771.3711163,-502.271310829,37.3109182576,995.319735981,2060.36833861,4237.40026527,sudden_clarity_clarence,271.665593863,632.580334579,-6137.94546958,-3319.43011214,-1064.21165371,5892.01787591,-10523.1370011
16717.99829,3866.2125628,-7158.16422328,2287.86889369,-4248.71830989,-1689.01782222,-8244.53214174,2355.04512815,2861.51697578,1320.14941668,-2405.49866406,-1050.45820208,good_guy_greg,-941.417113427,4387.51442624,3249.19154363,-2294.30429901,-7068.14236075,2171.96696343,1102.62078383
-3358.02084085,12935.5738279,-551.287662813,-2136.86543262,-4060.96504563,1036.29496858,-4217.06951233,-2229.42181622,2614.06332444,-3354.20798151,-10110.5776994,-6118.70599372,confession_bear,-2742.09692098,-3338.16050944,3580.50116516,8586.65612645,-4979.15462825,81.3530155967,-3476.52572628
-4942.1260374,7777.13123577,29238.6978868,14093.4250128,1848.14768221,-1521.05310678,-2927.54744233,4925.73600993,3593.37835481,-1590.68441909,3257.11255381,-1940.95457181,socially_awkward_penguin,531.711064501,785.292125583,3460.06519675,13.8291452259,-1902.43868308,-1384.76518873,-1472.59199621
5677.29158575,19658.9323371,3461.12726683,393.689907732,-6153.06731497,1114.34304981,6064.21128255,-6237.78550759,-8514.04171683,2991.79368184,6672.76461756,-2606.76659355,high_expectations_asian_father,-4453.02201231,7565.95049462,-2994.47090872,-830.361370687,-4106.16575128,430.375985612,3804.5983121
-17751.2601334,-9703.61298646,-1115.81999218,-794.785883367,351.283783506,2794.65475172,-2985.78524023,3056.13139198,-1680.03906753,-19.146189542,812.090986847,-2147.53636434,minor_mistake_marvin,-2998.64214398,-339.841973649,-4172.50877744,3491.49825254,1305.90250821,8752.6513859,7689.13691202
-12276.0956494,-5854.04879363,-4897.17870113,2941.95236187,-1347.37924616,1780.22056669,85.2124762799,1934.34909462,649.949810535,3028.93940618,-1758.16696502,-458.483011146,overly_attached_girlfriend,1036.24965257,4164.37098795,2657.84720796,1661.26729106,8356.34679392,10557.7748642,8593.32753196
-14683.498212,-1750.54842404,-5104.94821719,-4682.39411871,10669.6081462,4796.11607831,4452.99395821,6984.57330795,-1681.24797289,9193.30549492,588.443928707,-4155.91627224,college_liberal,5130.34047445,1144.4108796,2659.13468427,792.939832415,-3536.76263454,-1779.59577093,-610.832836375
-10172.9101928,-4175.00063806,-1927.1519711,2687.47277006,-8480.84734437,-4311.85398499,-7084.41933576,-2103.29497043,-5510.25036634,-1453.39767413,7890.15788861,7308.53725104,religion_pigeon,15218.7706347,3503.6340665,-1227.1487058,10365.523615,3447.4382475,-2991.36114439,-1724.85457657
-20334.697442,-15069.9286101,2353.0333302,-1942.21773188,669.742440324,2649.64578253,-5132.72075053,1461.36828503,-3414.16649319,-3718.76056695,-1789.12225124,-2295.00586403,first_day_on_the_internet_kid,-1926.34844716,4801.02010331,1438.60627346,-2821.89874092,4921.91763262,1674.31565881,-2093.80691264
710.407694277,13868.4082768,-6791.97534313,-1386.6672651,-4881.52324802,681.576627187,-4786.29208515,-2335.91771069,1119.96024907,1577.89206939,-4934.16631055,4723.44503644,good_guy_greg,4555.34609756,2052.25944476,5432.10531962,-5923.09618664,-3511.94195617,4370.99796613,-2627.36698671
-1818.06935697,13282.2621471,-829.88942729,-827.113379219,-3057.02203922,5590.52684878,2848.45569263,73.786106387,-5776.03703245,3923.02208759,1421.4316684,-837.85831561,philosoraptor,-1830.43092542,-3053.8078055,261.631423072,-1419.22143483,7375.4524947,38.1515221426,-6236.58181131
16578.6053795,-12622.974654,4469.91541845,-4704.22559972,-8545.40749318,-2788.63070683,-7511.49695283,-6816.68787904,5673.24321837,16479.6259406,-7118.62258496,-588.417893088,lazy_college_senior,2962.87848249,-5107.1741596,-306.031303909,-1857.5052015,5270.78450648,-6306.28381853,6133.76460734
-9611.55787997,-8486.51788992,2524.43222157,-8675.43625138,-2290.77353005,1635.38734227,2202.40294109,3171.98448098,-3201.91112236,-940.660715742,1767.28722661,9116.99713503,minor_mistake_marvin,-565.920887016,-1748.47357965,-1724.70978902,-2805.57607741,-3576.84630263,359.909463473,-1672.43711874
-19603.1419198,-11722.3960454,-8966.73459673,18147.728918,1794.98803655,-3154.8924671,8700.07757594,-10429.2243918,2053.04585001,2325.53043088,-2490.28853351,2932.51433934,advice_god,-2901.20217726,-1704.78281415,1263.68678107,-900.876114565,-414.166251309,-562.624580964,-1092.43976166
35102.612754,-8277.92976014,7577.22146658,-8159.17863862,-997.079495163,-5140.66648899,-333.494615855,-6634.70969783,-2343.03564471,9711.43495671,-2508.99050987,-2197.70613152,sudden_clarity_clarence,-2831.71453186,4052.35195642,-5787.3103721,-3238.3703666,277.130182423,4259.67345706,-8125.27638934
-17525.8556079,-9687.66908172,-1239.71791933,2018.29876435,-1217.80136079,1733.87427876,-2667.67534624,1182.9719268,-792.816436252,-3120.61782746,-1469.73094033,-4141.90131084,minor_mistake_marvin,89.7732894976,557.586167217,-4438.90946793,5923.77451919,-2487.50906324,7351.79806034,2893.51098125
-2721.62963295,10168.7896858,-7736.21553341,-1414.1169075,-5344.55752261,16809.0874711,4068.28115765,1413.04681244,14733.853765,-4631.31163,1953.37464015,1971.33269294,business_cat,2724.11344299,222.847838041,-6640.09375424,-2805.94413702,3717.24203152,825.684381602,48.3419739022
-2538.75576574,10337.2531654,148.187005747,-2600.01941113,-3687.9185534,6385.79407198,4296.93859716,1595.30135749,-6775.68208029,-463.04061959,2400.39240462,1087.50533272,philosoraptor,-1007.78672972,-5225.29519135,1294.32176661,-2147.45725792,8296.77278105,317.704834977,-2927.67349053
-792.469143128,10288.965969,-6817.5652241,5331.18043753,-5261.82935951,15057.3954541,-360.548996413,472.840354034,12163.6211588,-6116.02136398,7276.7734072,249.640964162,business_cat,2592.38772595,2836.30139859,-3551.70857541,-3312.78293365,-738.019806133,-3793.74601244,1397.63346809
-2450.44521997,11264.6601706,284.07844618,-1595.79476222,-3543.52382996,5307.83584372,3795.41229716,475.898041983,-5489.68980413,2737.51700435,3732.7307311,-1601.50179955,philosoraptor,-2708.57343724,-4222.84169307,3.9161595626,-635.463118766,5382.39847133,-1485.75655056,-3697.38707125
-18168.8759957,-12423.1503526,2716.63651046,-4279.43128155,-873.140879996,1963.32876583,-2387.27279645,1339.51043024,-5753.20581533,-6032.31564942,-7940.68347811,830.340717038,first_day_on_the_internet_kid,-1604.87312311,7442.8415488,-2368.29790346,-4647.49867064,-79.3400068682,-4608.0278981,-2290.74865781
29916.638373,-5786.31487518,-4272.0144186,3563.78720611,8785.34766006,5142.03658686,-4754.48913651,3998.03284433,-3575.89533698,937.650552701,-542.874132848,6440.08758138,unpopular_opinion_puffin,-4560.60016759,-2284.18287831,3947.76247804,800.000826596,5641.36352357,77.3882328666,2837.89956657
-2078.47024858,12742.0079071,-576.2479578,-968.242442874,-3642.19311522,5758.24461768,3085.60730638,144.320228568,-5871.49882342,3051.56268376,2215.9370325,-1086.73851198,philosoraptor,-2277.63722049,-3625.1885487,1010.20687475,-628.866505331,6612.14409987,-1219.65031654,-4455.10145868
10.8491362623,13532.4358214,-6163.31167952,-1436.59740533,-4937.51827323,1935.26392998,-2483.16423836,-1117.1445371,-1716.19253767,-2193.077192,-2968.86316942,6505.80096479,good_guy_greg,5444.53731323,-628.971081651,5725.75581867,-6537.86241963,-2892.69033474,5178.72673912,-2085.89217708
-11366.1113996,1240.96901005,-2597.04513991,-8475.26957453,9198.97083725,-9563.13427666,-7757.62484351,-7995.7476291,5294.37532488,-3773.09754013,9414.01345128,-5019.02585128,sheltered_college_freshman,-3682.33118275,-142.285687586,3275.46702952,-2373.00848497,1345.11654968,344.0011498,-337.769837055
3293.72141303,-9956.8785068,-2077.97258687,2160.53054868,-3155.97006501,-901.957546856,-12059.9366343,793.516668506,2209.97198213,4389.61786262,1363.06632485,-1701.04345319,evil_toddler,-3361.42681122,1602.0100816,-1828.08131162,1130.91570051,-3938.45513948,2647.94513962,-2469.23950463
701.900648672,12212.1949814,-10440.0557707,4639.30217278,-7571.55594362,-10721.9201716,3474.61939359,4508.64063691,348.762744811,-2889.20091779,1458.4926494,-3229.96707882,paranoid_parrot,936.340392729,-894.138746518,469.884163986,1469.59906951,830.815177334,-4544.25695059,2908.40519644
-14700.4197362,-1158.70619663,-5239.07460723,-3906.11470036,11046.966985,4608.71747081,4465.52134592,6874.35095129,-1318.35152953,10568.4605639,279.408859312,-4873.82787597,college_liberal,4362.71517954,1972.61057125,2453.70565454,1044.73756748,-4422.18655539,-2165.9352292,-1845.48614048
-7573.16642949,3637.99772367,19906.6690054,18506.8258052,369.36383406,-953.054387287,-4628.92039087,304.649237855,2700.24449768,-1232.59847662,2439.03781714,-3676.2080165,socially_awkward_penguin,4130.65486797,2767.81944609,1418.87842879,1143.23700353,-1082.80864124,-3245.47402926,-1386.86812858
23676.9995996,4970.3107989,-5308.02302735,6696.76196574,3244.37801416,553.056157339,-2918.5829488,3006.33112268,2016.21049636,3275.08963988,1690.29304368,2241.60110382,unpopular_opinion_puffin,-296.767562104,5700.5729709,2887.22496446,-5871.00655021,430.496371284,-2347.95064137,3666.61098484
-2154.90370626,12361.4824627,-311.21423796,-1760.10895022,-3283.24440734,6121.54784741,4158.92048692,589.956619463,-6460.38521668,2272.52257171,2061.53423356,367.486994838,philosoraptor,-1456.72883955,-4723.66576814,944.414006057,-1711.72771244,8855.34101173,-135.379176502,-4281.89382204
-14678.3209877,-1662.5953827,-5246.93783679,-4953.7650306,11024.5207237,4491.67629315,6153.00438268,7172.97840295,-1870.20362847,9233.5212557,1368.21285115,-3942.77698865,college_liberal,5687.36385975,1141.80677443,2605.0225052,809.132320125,-3956.2608227,-1520.34781981,-525.975964432
22362.4546639,-19591.8629788,9791.85264939,-13880.511631,-7034.11797869,-852.012652848,15445.5821528,-1725.79729657,4042.65004326,-5744.59713734,1838.03122826,-52.3292592301,sudden_clarity_clarence,1619.22905419,-775.380714269,7490.55723921,790.927549838,-262.191167855,234.625287543,2349.77055418
-14967.2989171,-1858.76257281,-5030.98334422,-4221.44243041,10415.5358204,4894.2019507,4520.85489364,6936.07272238,-1790.17075933,9932.64726881,1515.0130526,-5373.12949019,college_liberal,4443.96551012,717.350169162,2771.03619108,1752.81016242,-4308.08166767,-3263.41918463,78.3741359014
-18870.9689878,-10992.2319745,-8139.40157357,17447.4899349,1701.36137401,-2285.07769808,7307.31682977,-9625.90210443,1574.67997002,429.318492145,-1865.57104067,2916.79792447,advice_god,-1316.52616946,-2104.11713825,259.931340557,26.6780948321,-1547.73812551,-251.052588997,-1105.0128875
-4547.30335866,8384.14115614,27739.9510835,13134.474817,1915.7614159,-798.395217436,-1696.84814783,4796.31416124,2372.58142909,-2348.11900135,1474.25638448,-2331.54074393,socially_awkward_penguin,1620.39746739,-838.441585562,2072.08884617,-1103.79173763,1017.64473318,263.211018323,469.759664371
-11251.5717928,2154.05188127,-3446.59822703,-9173.88019391,9288.60442087,-9362.81388496,-8124.45053608,-8316.21996947,4624.4609037,-2317.47540665,9098.58427403,-5582.34665345,sheltered_college_freshman,-3591.26124674,161.94192565,3280.92031187,-2406.42680022,2210.41835961,1207.12638153,-1816.92104247
32537.2955212,-3392.95495256,-2807.26786948,5377.44099954,8548.89699154,1899.82422336,-3329.11154794,-4967.04002672,-1572.6495051,211.685031594,-1646.42767844,-6416.6339607,bad_joke_eel,4429.16865416,-423.913378017,-5475.79975251,-20.4673412746,-636.013415485,-2553.18462437,-28.530012399
-1499.70123141,14202.8154719,4915.04496175,-9433.22005687,9553.44595793,-9034.05521262,5784.43483381,211.857918138,4230.3964408,-825.900989622,-4386.04363058,9346.59755886,bad_luck_brian,1263.40017845,-98.2719808485,-5129.81273079,709.109371133,655.043255865,-427.798843089,1940.04873328
-18635.2685173,-11287.2364091,-7125.93123369,16439.2141464,966.124726164,-1899.83720154,8494.93145268,-7764.38171579,1601.35424091,-120.034110056,72.4728445753,4308.08256769,advice_god,-1559.61003393,-802.039624551,530.879538691,-25.7408775511,-2859.95703367,-1207.01542384,-737.800649021
-18044.419746,-11355.7199009,505.417981685,-2420.94884581,586.174960054,3879.04924766,-2691.59126867,3956.58555605,-2307.61514374,-805.062470625,-149.649038113,848.370861628,minor_mistake_marvin,-1769.49779532,-1163.31215001,-2896.60507566,-388.731521119,-447.873348799,3679.63423074,4666.81966549
1011.90793588,-14096.5801109,1827.67327508,-1843.89548493,-5339.87483772,-855.634756909,-8200.80841087,2288.11875033,596.914198321,6522.85687687,3570.24749885,3775.00083012,evil_toddler,-2566.18282345,-4659.84755835,-5914.26459221,-1266.96386304,-6302.5740774,1755.54174667,-3533.68391695
27585.6076592,-13989.9341923,2412.94098106,-2193.97250733,-5852.25495808,222.396729974,-701.541698551,-5440.18594887,6903.00164036,4037.27238972,-8179.50796411,-6422.57413367,sudden_clarity_clarence,-4650.54584876,12671.8132328,6092.92859751,7838.96159988,4045.4502432,2352.37161709,-5702.45799794
15586.3554046,409.028719697,-14398.2906245,6016.2881716,-5827.92116283,-16531.4205689,3746.24654951,16419.2481781,-580.262820006,-3131.20672362,-158.450146081,-3839.08253038,paranoid_parrot,-1233.39587366,-637.810292832,-2605.25547163,-3466.64135049,1689.79268952,1551.37175815,-436.073312998
12917.9942357,-16143.8237651,4455.69852553,-2715.14167126,-6241.82990795,-669.773760536,-11311.7032851,-3821.55019863,2524.57216138,15898.4022727,-4403.88043188,-2298.35594153,lazy_college_senior,-2247.90924397,-5808.74870477,-644.545065862,45.2975443712,3538.7349084,-10348.5478148,9284.73079506
-3997.53105824,12833.2998053,3700.91654442,-9287.24190025,11696.2824199,-7671.91127219,4306.3792499,741.069607463,4485.54602377,871.857277503,-5019.03013951,9858.03904969,bad_luck_brian,-907.494977114,1321.18644787,-4212.12112397,817.369877486,2870.85916672,14.4571557916,1312.10797318
-4547.16941177,8996.88051023,235.017644363,-1893.16488922,-2220.44385609,5546.97866196,1501.37061098,1340.22496763,-5502.64064292,3755.93563025,1242.85069072,68.0395912671,philosoraptor,-4620.43115507,-2345.53668687,-1289.2847906,1719.60634108,4935.90039058,545.364725874,-6099.69310079
-6767.65766175,7074.10938572,946.570764778,-5471.80039986,-926.195544949,-905.800776382,-1294.45720667,-1697.94121306,3198.57925798,-1100.24666237,-8023.40439408,-3368.24101867,confession_bear,-2627.22593974,-3392.2503574,850.836780093,6204.87445777,101.854383604,-998.478884556,-2502.96894047
-20982.7843764,-18787.4323439,3239.83171405,5211.31673229,213.011143656,2525.52871374,377.43221912,3553.86250381,-327.588454709,-4277.1987862,2824.4305411,729.699996044,overly_attached_girlfriend,-1422.10673355,-2084.00024141,-4799.63277809,535.559169648,-3765.19669695,970.149185021,-195.499056078
14180.8897143,-120.747222613,-12463.6769158,6513.08942077,-6092.88580463,-15456.7601114,1701.18268815,14705.0446447,3690.23331831,-2495.05157976,1410.95579682,-6788.05081604,paranoid_parrot,-2720.82871641,1149.20918513,1144.17753417,-162.592967387,2245.78672081,-4665.71341985,3001.88321806
-3027.24820719,10361.0014978,481.438042867,-2348.2872482,-3866.37957354,6455.18064018,3119.89205646,1776.92931518,-6950.8511482,3102.24736097,1552.04826212,1331.68333234,philosoraptor,-1948.76950094,-5025.65560128,-273.840876985,-2335.76207527,8033.8626613,-77.951354723,-5737.45591881
22614.5097906,-18826.0524069,10163.4813047,-13130.8400769,-7792.80573431,-2455.55279928,14829.7295849,-1084.24426702,3090.77198818,-5156.52589772,3238.6894767,-153.301686176,sudden_clarity_clarence,1764.64203325,564.882053191,4553.66843091,1879.0333893,-3959.71144009,-71.4463476315,-1018.12448637
-973.312486259,12202.6601661,4447.19670444,-1337.6747979,-3294.10272147,-1902.55989887,1049.74933209,-5286.26656139,-6212.32507187,2945.64049911,2422.73931172,-1477.88495836,high_expectations_asian_father,-7820.07833392,3828.01456816,-6140.10347013,6590.14107412,-2762.34134382,-19.988457584,-1624.65764229
10626.1226727,-4568.29389089,25729.820699,11800.7668089,9280.62037769,6725.36608702,-2919.23766463,-1606.59854035,2732.85904195,0.853393950773,-1380.4803661,-1472.88164045,socially_awkward_penguin,73.529882642,-189.950777901,4190.69931665,-426.326579939,2602.40476217,833.411006954,2759.90480931
35694.9158019,-2767.63993239,-3146.70214634,4753.8958779,8599.4375204,-1071.71960557,-971.062554841,-6712.18855239,-1710.85931977,-3377.55779955,-1422.33936984,-6564.10885234,bad_joke_eel,8995.67588373,-153.369722494,-5779.30783321,-1283.07555261,-1153.2510398,1373.08248464,-2199.63781978
-3884.97079344,14424.4693321,2714.67062276,-7374.04454129,10027.6307581,-6377.23528895,273.245504619,-1000.25129817,6109.00227105,256.492881986,-4802.94288521,4874.2729868,bad_luck_brian,-2621.04497951,1597.45700783,-2286.07037247,3301.66817303,3120.50427588,-2936.34476703,4960.63182221
-12274.4047018,-233.187929614,-2291.1330333,-9532.01217233,8505.55422226,-6881.13421194,-6870.39467584,-5391.71141798,1870.94575662,-5680.74919673,10009.3240729,-1333.50936408,sheltered_college_freshman,-2978.86291006,-1852.32517749,3529.35070004,-2091.77275488,632.360397663,1331.81050784,-1064.71727567
-18803.7036301,-13272.5938152,2944.03697524,-4678.92929463,-2265.95638431,2796.14521789,-3162.00334367,1652.65362993,-6126.08382767,-7525.02367463,-7723.94051368,319.05780602,first_day_on_the_internet_kid,-2216.9857695,6452.9675924,-1310.21126439,-4157.84296365,630.336966655,-5430.85695424,-918.841261394
-7113.54722464,5261.53750618,25785.6622507,9492.76623434,2766.80533348,-2572.38515381,297.458132167,4733.69928936,3799.01905309,2178.25821932,-492.577248698,-166.82434426,socially_awkward_penguin,-1645.52339723,-1028.50220574,-893.82812424,195.438463891,290.003317699,-1868.64399488,-1953.65794837
-19216.5858175,-11253.7939469,-7963.74462249,16083.4465051,1525.4220147,-1977.76985774,7461.55574398,-7666.29425322,785.533924416,1725.9925536,-1227.92962674,3124.9154091,advice_god,-1492.69110767,-3217.71923504,-91.6344668604,-1181.89778965,1289.29275076,-900.769609388,393.815071813
31846.7779653,-9097.26688873,-1654.22655763,4489.55862152,7106.71479791,3066.7768988,-1496.74175984,-2674.50552413,-4525.16538707,-5878.30977193,1839.20342138,-4492.7549988,bad_joke_eel,4270.79452125,-5052.01921105,-2884.71482698,-1457.7184634,315.817946572,-1221.67556555,2356.41268868
-11685.6348268,837.266818158,-2574.51802781,-8635.76781875,8715.69306149,-9151.61079103,-7935.29227289,-7564.05113027,3903.33967396,-4669.50657322,9554.59585187,-5331.57921265,sheltered_college_freshman,-3292.7438146,-998.781978965,3196.96782808,-2224.62421289,1266.3881655,231.885584529,-363.586892584
-11348.0672208,1408.53949757,-3087.66645689,-9012.9738108,9242.53497052,-9103.11831106,-7989.10238542,-8033.66529297,4124.17013614,-4133.97747748,10079.2827279,-5874.82683926,sheltered_college_freshman,-3384.54990319,-648.961089742,3656.97442431,-2085.37216987,1675.30658941,962.955657649,-599.290146362
15680.278979,666.761782426,-13347.8471484,7309.52663695,-7859.5891216,-16522.1770688,1059.35541577,15671.0999074,4030.66705615,-1850.74006507,515.088909769,-4508.94600372,paranoid_parrot,-4179.68101891,3491.09464972,17.1356204133,-568.200927972,-2436.05285805,-840.379180287,-2821.41160818
560.897781471,13669.4774897,-6470.54470877,-975.723143926,-6341.45937433,2714.52666055,-5068.31970917,-1089.30861122,848.086145656,351.703920877,-4545.85480948,7045.239754,good_guy_greg,4498.33369412,1797.78793418,7331.11738523,-5675.00057174,-4869.1436245,4195.95817276,-2439.17891062
260.987437041,11731.3911989,-6088.81545169,-1713.05713004,-3605.81230743,2348.54895486,-2196.99891916,408.054019743,-3097.84828812,-2551.44410587,-2382.04029233,7386.03945787,good_guy_greg,6302.7083802,-1488.44921163,5826.11404736,-8946.39223607,-2798.42844927,6803.865915,-338.339505757
-3922.04099268,10765.5984936,622.184046126,-2806.05007176,-3389.29180901,249.559589806,-2358.91116353,-1599.30265098,567.99172774,-4251.50016539,-8552.27704169,-4252.20181649,confession_bear,-931.357577253,-7122.54663679,1995.92755684,6140.97438507,-4119.16296761,-214.458412211,-2987.67062816
-4787.34276143,4155.1571224,-949.026243612,-4582.19418769,-2515.0959243,-3613.6688934,-6714.91942949,-5739.21679693,-4705.96016179,-6329.16131439,4842.83115761,327.072686015,sheltered_college_freshman,-133.306590381,-3021.89745022,1455.05475982,-5710.01159806,-2584.61674988,-9254.9009912,-2345.13774858
-4174.4529139,8164.54804983,29535.4729452,14803.9185656,1278.35390359,-1453.70845471,-2615.8548198,5484.96550852,2345.50529296,564.250612422,1867.6960117,-1493.33413214,socially_awkward_penguin,2573.77352927,353.489562392,2498.09910316,-506.509806637,-343.560188533,750.081324398,-553.426387231
-15228.5560632,-3371.18285494,-3884.70641429,-4485.32411093,9758.45600534,4674.87060153,4601.72223283,7470.42936202,-2954.82856419,8234.0146238,2294.88536207,-3247.99106314,college_liberal,4055.65221054,-641.828702557,2203.0741168,323.691875927,-4028.15320857,-1899.72986593,-1249.48763736
-2613.55596538,11857.9760917,27123.0232326,13401.2590917,2310.34832552,-1778.97253903,-1381.43483722,4160.66755611,6085.60839711,537.180172436,-783.519894824,-2484.30688559,socially_awkward_penguin,1885.52023402,1251.10523098,2392.05617422,-2159.83925283,202.921993955,804.793733651,-1970.19104473
-3334.64827845,14315.9368674,3559.19196277,-8445.72337769,11287.9777313,-9335.61839789,3956.76673451,852.78017748,4294.39055479,-238.476212254,-3748.64866371,9538.42584529,bad_luck_brian,745.328188361,-724.833059154,-6320.79712506,749.255496729,788.406375869,1047.48551609,138.619865404
-173.656424169,-14905.1166026,1489.41204614,-2298.57260383,-6059.22822643,-284.754866789,-8984.00588989,2633.69634655,1153.52098253,4972.19172705,4250.01538739,3788.4647282,evil_toddler,-3924.02080441,-5336.43054976,-4093.09318793,-1159.99318607,-6485.33753727,826.868238341,-2647.76148596
531.524911236,12339.2377213,-6041.86689456,-1112.09430304,-4504.53294365,2262.22902255,-1933.99797803,-0.217403197542,-3221.52966309,-3150.23154102,-2750.71058879,7227.38838466,good_guy_greg,6778.19208672,-1196.47618108,5604.84359507,-8496.62679435,-3214.52831169,5988.3734993,-509.255151953
-4546.39810556,7607.98655323,27207.0248957,11894.0155173,2312.59435812,-311.518139792,-439.546470082,5345.11956357,2824.47464426,-2544.11459341,1847.01476707,-1463.63659421,socially_awkward_penguin,492.324687679,922.924923793,1878.82817836,-790.975939844,-1391.99405316,230.209355563,68.8655226271
32998.3244775,-3918.53712086,-5724.23608152,6250.27938248,9625.88462464,5535.91957833,-3615.44295842,3880.33557687,-1365.17420939,-3219.64230367,2919.08264664,4308.61233644,unpopular_opinion_puffin,-3211.23748347,2160.51907153,6326.60600749,-452.693088807,2026.30780398,-634.791769745,3769.74465025
-18907.7412002,-10158.1309841,-8810.24791094,17001.88404,2477.50028374,-3714.30971091,9767.68776334,-10087.9254505,1347.4788815,2711.29774781,-1534.33449133,1827.27922304,advice_god,-1670.15318517,-2634.30397558,660.087409853,-1140.40740829,-519.401588244,-703.668529263,-454.919775616
1012.91323655,11053.9236214,-10040.4495536,2960.15806512,-6463.9115814,-10694.5695223,7198.4573958,5653.17591677,-433.761065948,-4006.01101689,1020.28843593,381.55157942,paranoid_parrot,2772.67380376,-800.290730239,-980.060209541,-1920.0089654,1406.82615011,-1794.32887242,570.102858503
-18011.3455708,-11357.7198469,-1281.60694338,1929.81254947,-1859.71746608,2946.24161915,-4438.29702864,1747.91002628,-1558.92586183,-4297.82466258,-1820.46130281,-4384.82287384,minor_mistake_marvin,36.3175467387,-928.852730251,-3724.33485324,4803.16204331,-1640.48963168,7313.73910453,2559.13859528
-18757.1708046,-13544.4643113,3084.09938883,-4556.02784207,-1894.09261316,2614.12958626,-3436.16168686,1942.30105079,-6834.6262753,-6963.5229072,-7427.19422748,1195.51193397,first_day_on_the_internet_kid,-1911.87046418,5084.86082958,-2160.66073919,-4559.76423954,975.055526488,-5507.59680579,-1159.97798493
15903.4110355,1544.15741808,-13984.9523997,5476.08673241,-6066.95427164,-16119.5418514,2438.5799719,13099.8137347,1581.91837011,117.396224635,-1144.31602277,-4852.69816655,paranoid_parrot,-2355.64256026,1120.89864249,-1226.18603715,-830.951200902,4720.96139618,-1529.00559637,1036.20518453
-5097.6013478,7897.24198922,29669.1991971,14173.6509436,1243.75920499,-1315.05083333,-1830.0123635,5906.21610777,3721.7973228,-1177.86874151,2919.35173342,-1829.74371443,socially_awkward_penguin,1011.39811331,-149.062248588,3137.01219764,-593.172294598,-315.468983159,-1087.03867296,-99.5131588704
898.205262492,-13629.0647404,1195.06003586,-2699.25428242,-5931.72425702,-804.650833804,-8192.86049178,1445.22770005,2167.10765924,5407.91947087,3373.38060968,3799.60421763,evil_toddler,-2940.45589357,-5488.46068361,-3648.46810814,-846.518720882,-5628.6541373,457.454332137,-1619.08132944
-18222.5430325,-12330.0247807,2611.28818683,-4250.30673977,-972.570696612,1791.53592064,-3099.58929479,674.514256505,-5896.7779678,-6767.58949069,-7956.11854009,-30.3823133726,first_day_on_the_internet_kid,-1728.34176993,6973.37179641,-1752.76928375,-4502.25243205,1233.53290506,-5958.86504111,-1094.53624984
1438.06817164,16895.3422208,-7642.42050889,-1025.1006128,-6375.38814519,875.598578391,-4148.19158851,-4447.41316604,4048.33226431,1278.12504059,-5401.94009536,3648.12910851,good_guy_greg,5201.00253908,2847.15445655,8101.55536118,-3948.21964904,-3431.70176972,2743.18477936,-1749.10171264
-2930.51501231,8344.15831369,-5937.37345699,-357.865621345,-5018.7764505,15315.8894053,4464.75094048,2892.93670963,11286.730197,-6130.54395887,2929.8925618,2182.53568101,business_cat,3492.34053228,-639.67487447,-6289.88915916,-3214.50627373,2905.029439,-256.625410049,330.522974464
-17880.6190689,-11607.2993161,2291.56020571,-3743.55348733,-341.469326693,1612.73198272,-3094.73752108,1216.05771691,-6141.03745757,-6179.1950331,-7445.46784469,215.259045829,first_day_on_the_internet_kid,-1417.03864832,6475.3199639,-2595.2992799,-4606.11004148,564.601485539,-5439.20211641,-1513.62327896
-4510.85371563,7852.73155752,2018.45745677,-2740.47753355,-4941.18137687,-508.400800817,-1007.47295709,-1889.23048939,-1712.29766616,-4162.0952138,-6807.31802213,-6100.76314252,confession_bear,545.98256802,-8482.67564638,1536.90696532,4828.6502276,-1057.243176,-978.043200277,-502.760458891
-2463.63086272,14454.7461347,4598.31555258,-9506.82911838,9831.97661521,-9274.00281017,5532.76898887,-1093.16386457,5967.30803621,2296.58200806,-5246.3353446,7570.05862266,bad_luck_brian,213.753845059,1004.05606284,-4508.29343771,833.127522765,1743.15997197,-1072.34908071,1804.63898465
27565.0049138,-4595.84513146,-5533.65307579,6627.70773184,10305.8951635,8678.72318805,-8002.67244511,5065.57477605,-6830.28158449,-5164.38480876,599.995471982,7217.51432592,unpopular_opinion_puffin,-9238.71932285,-761.581684014,6352.11381013,7580.04258017,1729.72648204,-2000.62202402,3210.08169774
-18094.3807683,-12483.0688734,2722.0845694,-4324.83982116,-858.983846003,1234.26842215,-2708.4072246,1043.97215208,-5547.10658681,-6625.55731852,-7652.50608231,245.556417192,first_day_on_the_internet_kid,-1436.70161401,7899.57518661,-2861.80378882,-4662.29483124,-157.0821589,-5093.61437818,-2776.33145332
21211.7819948,-18442.3731169,10087.472814,-13499.0923731,-7166.71340726,-492.269213574,15635.2817643,-2019.34577769,3424.04151889,-5298.64461152,2248.43709594,-529.81257097,sudden_clarity_clarence,1491.10465386,-1173.19877126,7440.6365,2158.37939253,-1280.69240543,-1870.8232469,3183.67241303
