a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t,u
-8466.540324,-398.545338637,21435.0958021,12079.9344926,374.357386458,-2076.62794289,-4765.44220218,76.8273288517,2368.3032878,-2423.46369507,3996.92040204,-640.476180531,socially_awkward_penguin,3733.35102098,3170.8767936,1986.51068255,-395.742941722,-2448.37564408,-856.463084742,-336.935232801,274.271873663,1490.4809925
-3694.19375517,13532.3529891,2820.56298575,-7796.00337355,11792.2394491,-6754.22302339,2505.89137117,440.569119769,3345.5764703,-3721.14991031,-3981.16588374,6220.21385815,bad_luck_brian,-583.770404556,-1095.58244087,-3536.59506524,1675.32635542,2927.84737052,-2342.25336854,6957.48091453,3319.31692223,-3070.4231804
-3393.69420934,12289.4946141,-347.797514924,-1833.83600045,-3203.64250731,-252.918484365,-2991.37670969,-3882.70964606,2403.07785655,-4802.39682251,-9293.98611405,-5928.45934374,confession_bear,-1292.19725408,-3502.7013861,2359.11413202,8239.62613868,-2864.2192457,-747.078341824,-1618.30791236,-2624.57072107,1809.6887601
1234.56027674,-13263.1707454,1255.69082263,-1823.40328359,-6162.26020053,-445.61093939,-9293.31333503,1300.22354902,2073.7130575,6784.00148755,4051.8512491,2909.22193612,evil_toddler,-3759.63042445,-5425.90566787,-4949.82837603,-320.700593065,-6676.03804157,-181.548569627,-905.707378879,4162.7160811,-1333.85076417
-14772.4994006,-1648.65197195,-5154.67682866,-4549.00254441,10909.529827,4575.14185971,4906.73842551,7056.63630359,-1687.78078693,9717.12638669,714.953973276,-4720.01816004,college_liberal,4831.14308806,1096.69488184,2617.37057345,922.735953969,-4183.94003577,-1638.52898763,-194.12682577,-1163.55072704,654.665914864
19783.1997316,-11608.3160868,2293.79627573,187.774832541,-2969.58885669,1155.58476943,-4329.66116689,-2459.40868498,5055.63264167,11200.5118412,1851.23539851,-678.177893304,unpopular_opinion_puffin,-3979.00651065,3724.22960479,-795.802620364,65.6348833037,-1312.62888406,-285.618088016,-6449.93689359,3782.87110944,-2703.30208143
24892.2704479,-13648.0465498,2049.19075826,15.2504523938,-5531.80921157,-582.981868338,-4285.46540098,-4923.54946157,8565.75389391,8293.75066207,-7429.54784127,-3589.20480803,sudden_clarity_clarence,-8953.72446745,14887.5620024,5235.33270094,9048.2797533,-183.870643399,1614.22592243,-8296.23520481,685.152904422,2289.3718536
25739.8241574,-2441.59394903,-4037.70902859,4570.86212812,10506.5075106,9767.27366917,-2731.79379524,4173.59982774,-7181.67700334,-5791.03918647,257.127634107,9528.33144624,unpopular_opinion_puffin,-6442.94623319,-2452.35568991,6061.54919822,6327.58398843,1983.95300935,-2380.07903519,4350.07184512,3192.87873449,5816.81205515
-5733.06254474,9028.48256248,236.686344589,-5605.83810797,-988.091581943,-1154.99677584,227.590607711,-2248.1143694,2662.23141049,-646.855948446,-8850.60403495,-1917.02800754,confession_bear,-1289.833134,-2766.49336294,-76.7207403184,5350.7472026,-1330.27409966,-587.413870286,-4285.74013639,230.992172133,-3509.67298442
16484.1421947,-20933.8612374,9284.60091028,-12493.2673119,-4243.8631772,1771.85062306,12971.7455755,2465.18679201,897.417683744,-4275.15437797,2219.99385469,1515.5771177,sudden_clarity_clarence,-2081.25685754,-2048.35426029,1641.57991053,1791.4462506,-1006.20233973,1846.56425065,-743.002815853,-1746.3907841,151.279329679
-17347.708953,-9393.21087107,-1156.94677277,-364.995124432,1010.72756415,1894.85523957,-2911.32681124,3054.18713455,-1905.3269433,-335.527081791,1338.94828044,-1104.10424485,minor_mistake_marvin,-1854.30397687,188.909352607,-5468.53487872,2515.20614823,978.23538014,6851.6328896,4732.05982573,2328.31802397,-2430.86107276
-18699.1869916,-10559.1934637,-8114.35095107,16595.5663813,1470.74808199,-2895.30776925,7039.81950751,-8883.49350694,2156.43012541,1258.69946288,-1637.99109094,2090.92792371,advice_god,-611.139471771,-2146.02585991,815.11071448,55.0461531187,968.624469857,-670.981849922,717.154363369,-947.624976518,-697.631648651
346.072474258,13164.1627328,-6088.68674894,-805.467430049,-7002.16892483,2270.91387672,-3384.92784195,-1749.46073022,-575.927993716,-493.737165268,-1797.48531634,5363.11026313,good_guy_greg,4395.13879043,-2287.45832189,8674.16589465,-4525.37577238,-3266.16395075,1331.52232067,2890.43196243,5355.00288882,-276.133126069
27345.3025361,-2061.69103464,-5506.71479309,6505.95756584,9421.79978412,7570.22753387,-8900.76514853,2976.14607329,-1389.33094374,-1628.2026794,-740.402301742,7233.20144564,unpopular_opinion_puffin,-9583.18172766,1295.45908618,5985.39236454,7906.21647066,-1026.3017179,-3236.41240539,3361.15101604,-1035.22677193,2413.7402669
-6434.47607813,5120.97488733,25426.0691766,12848.1573937,841.700591032,-1734.47088178,-2720.21000387,4898.61902706,2038.74236081,-1154.04479046,3178.21653241,-1262.36711826,socially_awkward_penguin,1684.47801736,-1256.51503877,2161.89489693,411.185695091,425.921736525,-1853.0034714,172.131471419,-580.512732509,1875.45711446
34781.4843725,-5000.50229417,-4833.32787677,8495.72293543,8004.77046819,8739.91012082,-4979.58119885,4830.72533869,-6126.88297024,-3113.59474948,2850.08178528,9344.79386611,unpopular_opinion_puffin,-6863.58739668,3021.49282616,6800.39553781,1894.2644251,-822.470919577,354.440169002,-3747.08599882,-1953.34239167,344.651719825
15242.3669876,1880.53093378,-13860.5243603,6334.90182019,-7371.69144516,-16417.2707717,2297.76129433,14505.7602161,1121.7639655,-1452.15012272,-165.575898776,-5708.34952695,paranoid_parrot,-1736.38780626,-1397.28006035,310.757835675,-1469.50098468,3719.24587294,-3301.5997814,3576.5041278,1527.04858244,520.520216941
493.515593988,-13993.9839356,1484.02368508,-2685.05347507,-4684.91162418,-399.893865418,-7550.20460893,2033.57762297,1132.90900285,4649.65238822,4585.78521077,3547.14195909,evil_toddler,-2342.09616494,-4795.08095089,-4665.62129359,-957.86679557,-5529.58046206,391.882102195,-1212.17300906,4080.79854672,-4231.18749544
20103.8345108,-10564.7648868,1825.08274573,-772.106310289,-2303.5869175,1096.81420513,-3937.67588075,-2938.06223678,5970.53582028,11275.522075,1322.47075652,-685.274592671,unpopular_opinion_puffin,-3958.71617502,3404.91033211,81.1811800656,804.655438982,-121.155858603,-1400.94321565,-5023.01247574,4390.72505748,-3404.08071974
-4882.68738601,3824.72912337,-1390.67433725,-4220.60012246,-2548.4626214,-2846.34193715,-7979.10682846,-5111.50674446,-5158.84258678,-6023.42380152,3843.4978576,766.253811499,sheltered_college_freshman,-662.388058476,-3162.58371321,619.219630515,-4702.4365182,-4955.81744611,-8683.76849483,-119.732000022,-5319.7907648,4683.42708861
-2800.12114825,11243.2530549,-8468.47929057,443.096754462,-4923.01688695,15836.0931472,-542.147566934,-499.995571249,16577.7644181,-2616.22750016,970.978343993,-2948.25456172,business_cat,-426.931586183,3234.4945504,-4600.74526946,-297.282514936,1915.67717399,-3287.30680329,93.3064789426,1500.36606991,3172.62908101
-4642.31153221,8619.06369684,27364.5879598,14131.4125752,2146.5243954,-1289.82113542,-1651.73118667,4867.95401843,2490.95455471,-1703.30132639,1716.78895182,-2518.83973342,socially_awkward_penguin,1401.97047388,-889.555276508,2678.44280727,-935.452055933,-277.23490959,-461.903953601,-87.9563416481,-859.353420696,889.91244036
-18478.0516862,-9134.39838686,-8488.33019806,16512.7932705,2801.01246185,-3538.40244217,10458.5411466,-10095.7186565,2177.04195975,1459.5419648,-1647.82848698,958.205876507,advice_god,-1604.70913644,-1044.62689253,2311.9969874,-391.568785637,-589.757306367,-1062.19078413,399.080489198,227.073753223,-798.891817988
-14216.5951458,-1462.44838688,-4787.71683789,-4452.49253657,10238.6445478,3464.23297379,3769.72835868,6196.2065183,-2466.86453121,7914.60294583,-7.77853872676,-4179.68068157,college_liberal,4279.56134533,22.2615370727,1504.10175834,496.630709761,-2406.80742579,-2684.16601426,548.036263158,639.604205477,1675.28321254
31052.8042915,-3940.57241494,-1744.75787741,2302.58609615,9328.13508641,922.942880648,1651.56906236,-5011.05388541,-2903.30194955,-5784.27254994,-2677.63046132,-3278.6665528,bad_joke_eel,8392.60078301,-2777.11737726,-4451.26501214,-2204.67160452,1866.64932793,1435.66644272,1298.38978532,908.488655051,-3318.46861023
16746.0137302,-18333.0219044,9837.94003053,-12432.4739182,-6262.93005716,-858.744885838,15995.3988124,-761.687774108,3001.37196184,-5454.58791424,3956.51356441,-1906.05579107,sudden_clarity_clarence,37.0788939203,-377.05679053,4483.23766053,2740.33895795,-2814.81630372,-903.129458174,2288.72988056,2159.13059721,-164.188586911
-6196.00072215,-8193.50855648,-1599.35045526,-8346.53066604,206.122500213,-2691.75777334,2760.15185782,2041.47889221,-139.798628241,5105.19023939,-52.9686783361,2433.79922603,overly_attached_girlfriend,1957.28316057,3379.3711723,6421.26470962,-4198.19681757,9403.1403435,5402.6045887,61.1519552022,564.530876196,-1596.51689342
-11922.9086264,-6461.33648285,-1833.07015549,-3018.8359473,-1308.78909406,-1653.1880884,43.5930508735,2152.00342225,557.56268966,3575.10225549,-459.576829359,-757.48999416,overly_attached_girlfriend,2464.05956959,4448.15891711,5232.62788392,-1589.79283932,11878.5137808,8413.99285643,-4346.44244624,-3398.33971836,-1736.73011642
25487.5265722,-5398.33284679,-3267.19273671,5268.51671821,10987.3462223,7014.41530049,-5234.00912598,4752.40047914,-5272.05245663,-2764.8534793,3565.43883655,6403.82596331,unpopular_opinion_puffin,-8406.8574354,828.7927444,1932.35527639,5223.72803649,-3265.36348191,-2355.64182621,-3047.91558329,1539.94885044,2663.42245415
-4116.48343467,11249.8148023,-2801.5917994,241.867772971,-3020.6207609,1448.27791886,-4718.7354364,-1711.94606388,2663.37910323,-2642.6361636,-7027.36890093,-6356.36433027,confession_bear,-1003.80082332,-1712.41519206,4516.92333305,6994.95766034,-1551.5104693,227.221779456,-315.62534477,1691.46444469,2266.15358727
20446.1271195,-18655.6848532,10188.2817525,-13112.9488618,-8680.44644055,1652.9756795,15833.1888327,-821.446372166,3387.86620382,-6932.88061142,4271.72072399,496.961756089,sudden_clarity_clarence,-1041.64389952,-551.664068453,6234.13402679,3467.05713704,-4936.39874806,-732.698580736,2564.04166865,3016.98280342,-2282.83939732
-4908.85701564,8055.83473578,28200.305656,13105.0966908,2351.54990194,-641.000150989,-633.218881189,5454.6451838,2320.05348973,-2115.65131188,1499.18063418,-2592.37796422,socially_awkward_penguin,1130.00569349,-1920.59510525,2300.02814894,-2046.55608205,294.652388872,-914.34589561,1698.99039635,569.881667392,435.180680949
7892.75548085,20540.5774915,2990.24753707,2161.53298622,-7596.19601173,594.242000719,2770.8253435,-7456.94010774,-7872.89217477,4102.78166849,6381.06353326,-2177.48335982,high_expectations_asian_father,-5062.73414336,9186.55808088,-1211.00038301,1664.89261941,-4718.31364156,128.408638695,4752.29380338,-1343.46607926,-1739.5043146
530.674540083,11979.1712489,-5541.70180938,-3830.07295769,-4185.6721422,1564.48302406,971.840719316,-506.471934672,-600.867765774,-1962.1547143,-1461.38988285,8573.51908558,good_guy_greg,7097.55642404,-692.064546134,6022.4980227,-8292.70922483,-4785.5987964,5991.47336402,-1409.86705933,879.775846877,-1204.87377904
-18193.7720269,-11251.6499402,147.985364932,-1123.40631763,9.21286978668,2905.14564348,-2447.41805353,4421.5155636,-2894.09660066,-1322.4285735,1886.80339194,53.9770023931,minor_mistake_marvin,-2303.45757859,-1758.53125293,-5219.67998506,2674.12364137,-580.851068537,6610.35123103,5326.02538516,429.707011053,-1189.88850619
7442.28883564,18485.501162,3229.19729395,722.103220567,-6863.86573971,341.100744126,5082.22241132,-6468.87517889,-8618.29593612,3931.52084959,5537.46115849,-4662.84339556,high_expectations_asian_father,-3707.09641139,7970.79574288,-389.609730885,-1033.91084638,-3642.450747,-2037.8833717,9662.4826719,1546.13973055,-2367.11531794
22704.6727734,-19379.2356324,10455.0160633,-13410.837509,-5934.3006932,-941.057511106,17138.5747391,-1622.19480176,6031.14531478,-5033.02644521,5313.82769579,-1907.60505254,sudden_clarity_clarence,-362.050714522,614.576359408,4461.76152143,3708.12332431,-3515.07982892,-1647.33435097,385.24336877,-1643.82162519,-5947.84579775
44.3319653969,-14491.4173073,1684.24833593,-2016.92897405,-5250.65790504,-278.520819052,-8882.55276619,2757.23564941,544.071991893,5590.81106437,4060.23169339,3757.0367464,evil_toddler,-3012.81807967,-5175.71110229,-5997.91852266,-990.974640358,-5848.21736847,910.815694221,-2457.61997571,2262.47033546,-814.951210746
-1813.29795653,16528.6389834,3328.51883363,-6341.44354425,9952.36329314,-7789.70836228,-237.23087547,-1406.28301777,4366.79063769,1017.36946161,-5569.00464591,6241.46346449,bad_luck_brian,-1437.99162134,1002.88833859,-3858.60733282,3954.03196187,2360.90325155,-1306.14583363,3649.80066292,3358.85972859,1288.42589913
30619.7949237,-3594.90028749,-2136.79006193,4632.85936288,9062.49532267,2589.54109869,-1267.32809578,-4409.16788762,-4305.1844686,-3322.52322915,-833.619987369,-4427.72616972,bad_joke_eel,4876.62284868,-878.520833872,-4487.60983553,-174.521215573,-1673.87537353,-1250.62285444,1466.10957267,841.597437093,-1483.85465439
-979.459153611,12120.3490018,-364.304568121,-1945.86694154,-3423.15086226,4951.29202684,5578.565883,258.410450603,-5919.31564331,1137.82307122,2448.29658355,-163.998899397,philosoraptor,-718.447657937,-2715.70372631,1035.46567995,-1666.20297804,5031.15306081,421.759023451,-4890.4176121,-734.661534669,-5990.00909481
-3249.79408115,10836.0175999,-7874.22868652,1621.02578347,-4405.69694055,15172.3416013,-1122.55070081,352.841873368,14182.9176372,-2417.71185212,1184.0454417,-1849.38584987,business_cat,-360.678070774,2359.63556129,-5120.70549756,-341.068715991,1120.97055171,-2243.70254509,-1066.42709986,696.632208929,4312.50144808
-10002.8835775,-8234.27986361,8672.32508055,-8267.84524345,-7556.76361778,2208.9163471,968.471554591,4672.89828494,-6165.27720354,319.479568587,4505.69854345,7714.23597438,lazy_college_senior,-1722.96416764,-8078.76024775,-4370.23804829,-2901.6400808,-4093.19704116,1781.85928058,1664.5885972,-7145.66122999,206.395139442
-3376.28370971,12120.5920971,296.41857049,-3329.53244624,-2757.26748325,518.237106456,-291.542778535,-2513.12862521,-548.031692112,-5302.66671688,-8233.62008574,-4889.49474006,confession_bear,228.267081168,-8061.66950637,2464.61948174,6765.54841338,-1205.70639592,-1044.51185374,1158.08456113,-1579.09766571,985.36261914
-441.745279553,13523.7313627,-5321.93007922,-3192.33437468,-6278.85615556,-255.611424404,-3417.91221427,-4355.9778044,3318.62166867,2626.09936279,-4061.56327971,4590.29181219,good_guy_greg,2711.61072994,2418.95442767,7051.86566646,-836.000773088,-2883.32557518,1039.77044472,-3444.48344039,8390.07988612,-2275.1092944
-3346.16137036,14049.7060278,2852.55415601,-8775.42506117,9944.32869331,-7557.74278859,1933.92523703,-511.725537193,7800.95305813,-207.191124004,-6676.95675203,6562.41608921,bad_luck_brian,-45.8911771095,3743.04046432,-3163.53198103,2255.9168581,1481.1125851,980.377674506,1482.77959194,1393.42981597,-2838.64085796
-4815.31575764,4205.30173231,-1423.25627608,-2989.98943387,-2709.58193413,-2527.48103678,-8411.81381962,-4568.87422004,-4428.77391301,-6084.48866784,3164.69932422,767.859881571,sheltered_college_freshman,-1596.97373121,-2125.90206225,124.484431948,-3851.04479823,-5905.25127564,-8387.76708819,-133.164703996,-5828.34776542,4799.63095362
-4995.3826118,9557.67842076,-10499.5433679,2350.48262198,-1479.11204546,17140.6926667,4871.115208,1053.34985903,16119.2176541,-5769.18296152,6387.44421962,-672.061606068,business_cat,1727.36284598,3409.60183492,-5303.99077643,-1233.52642591,2784.10016802,-1504.84752394,32.5905713553,601.454534539,-1089.28019227
32325.4905138,-6829.21170228,-619.747040768,2061.11028004,7230.04843684,414.924221011,-697.38380247,-4461.85419679,-2411.33240277,-1743.01300513,-2291.56273752,-4607.23001854,bad_joke_eel,4745.07155524,591.763348887,-7321.05370893,-1415.94664639,-1772.70701266,2912.33419408,-5522.52743932,887.401481153,-1039.11495327
-2665.56296449,10146.419298,552.479277606,-3103.88273364,-2811.83228813,5255.69382361,5837.37894604,1076.79754495,-5889.64859805,2271.91428383,3366.47371565,920.867583893,philosoraptor,-1540.04716814,-3253.86925576,-534.213913648,-1431.05097088,4543.55335879,691.783706206,-6696.0935557,-1426.26002778,-4992.75596282
-19467.2207094,-10889.0704266,-7932.42301755,16683.2484992,1865.91974164,-1650.78176624,9157.6319489,-9327.70004492,1088.47284666,987.552807181,-1644.54019058,3558.3941173,advice_god,-2951.31452191,-2396.15443583,2570.15878741,483.233219055,605.304962662,-711.013352055,9.69015286009,-452.785252095,-965.938737323
-8664.67530423,-202.311617427,-2567.79451388,-87.6770491257,-3423.41233041,1452.8232552,-1970.12995221,-835.069901912,-614.422422061,-985.704931289,1674.37519368,-211.00421588,evil_toddler,226.267464926,-389.739327272,1285.65355633,-26.3360907587,-2937.90081093,1151.11858496,863.500824557,1340.97691833,-449.513251196
21198.1747145,-17771.7073867,9738.93500829,-14048.6604482,-4886.98227036,1555.92519733,17027.5264171,17.0950316922,3431.24996581,-5471.69339006,3756.36639931,-1169.5485014,sudden_clarity_clarence,-1831.52824748,24.9566934117,5734.78086261,3286.76059801,-4122.61811738,-2205.79820836,3220.217448,3544.3938388,-5160.83543022
-3070.38351026,10138.9386758,-7835.22485998,493.138278608,-5724.89483596,17177.9427628,236.450808508,1298.43118784,13716.7446286,-4902.96046776,2649.42001741,-2171.1556605,business_cat,705.259122302,388.076520105,-4660.32356887,-413.133277766,3405.88617979,-3838.74431092,2802.1431084,3234.46706652,2283.24483653
-3366.22969566,10343.0384087,-6931.27048252,1030.22060303,-4342.58915734,15909.0691939,217.592528394,1379.81804929,12120.2139882,-2119.03037418,2310.02929908,96.5716141921,business_cat,1318.4702894,-9.3225847419,-5484.00006077,-1837.68766524,1856.24942862,-1992.66751158,-1119.12358058,-1216.65408522,4199.92008061
-14702.3022465,-1456.948926,-4941.40916549,-4274.11326835,10919.0382503,4696.61128536,5195.24965558,7276.29614825,-2373.34704935,9244.82320593,724.190933933,-4636.80321924,college_liberal,4909.21753777,900.888979541,3001.02273007,857.653885694,-4193.84848257,-2225.2292433,101.995583695,-606.726547174,1501.86398869
-8611.15971292,-1633.92215501,-2223.43905793,-342.425334226,-4611.19377805,567.427418117,-5428.52042918,-495.131315008,-17.9916940073,-889.781672399,2720.0291387,1776.25928,evil_toddler,499.329553494,-1761.9717245,-1657.49580633,-579.134981682,-4351.63597353,700.415010547,2158.45950223,1910.92981379,-394.539256032
-635.89550724,-15441.107419,1871.40781841,-2422.74298528,-4711.71699622,-447.499215436,-8721.22563936,3000.49402457,548.71320818,4531.53388988,4358.72594833,3097.5285799,evil_toddler,-3563.93105986,-5152.90437385,-5649.36662183,-917.165168628,-6954.3271445,1117.50017814,-2261.64695634,2434.32393475,-2346.19599969
27887.6481389,-5772.74089634,-3470.89817578,2192.63952584,7018.0805749,7613.54206425,-1129.77795778,4691.00807282,-5809.24037539,-4174.91425565,2634.09083478,5924.0363157,unpopular_opinion_puffin,-1948.49588939,-5917.80738171,4671.7070415,-1205.38349186,2936.74562123,-818.789605995,4412.66521761,357.866079556,6218.28101911
19331.1478883,-11465.0207455,1960.2660285,-447.631882915,-3115.47129492,779.606094382,-4604.90474358,-2436.86696785,5290.48837145,11243.3547654,1335.35586855,-671.903205206,unpopular_opinion_puffin,-4969.79994599,3780.81725456,-543.789094647,1154.19177067,-1958.50982568,-1318.72580209,-6035.21063836,3948.65188351,-2594.56784754
-8888.38269592,-555.94999661,-2511.29136927,-277.752181569,-3985.49742523,1776.46501425,-2352.7160046,-719.206200873,-1462.6714011,-1405.32365219,1439.43804775,-217.639049166,evil_toddler,-25.8662184809,-2048.61793161,1585.77982474,238.637289848,-1083.29092027,1228.82292264,1394.19435615,1826.32540487,436.534603461
35515.0006315,-2641.40941347,-2016.23542099,875.652624234,8677.96143882,1511.63622845,2556.76614007,-5155.39573614,-2697.97622703,-4474.16733548,-4178.39017635,-4247.27787238,bad_joke_eel,7632.7612139,-3613.3121144,-2506.01265169,-2149.24719247,2221.75476021,-410.884869977,2032.46636499,2608.13553961,-4209.46049426
-18960.8097687,-13069.2821163,1782.35428417,-2492.12889953,1514.47438481,1672.3200246,-3099.93128492,337.500106674,-2285.71033721,-2348.92216998,-5006.2781319,-4482.7895701,first_day_on_the_internet_kid,353.173743923,5882.66509731,2100.12331401,-4473.55951168,5147.63083527,-238.197312246,-1243.06052348,6059.92541542,2023.07971164
22361.8875792,-13445.2478276,3202.10075169,-1361.25534601,-6396.81627843,663.169413646,-2496.03086156,-4696.10135849,6890.42258783,4144.46456813,-9065.28528806,-6900.79824737,sudden_clarity_clarence,-7833.75337096,13545.8128392,7116.87105343,11003.7759689,-1128.21021255,730.187178351,-8369.05834681,3219.76741531,819.72631517
3241.96030636,1159.81355324,255.264056843,509.599583897,-4065.50313294,-1263.25304957,-2827.07288756,-3096.73674317,-353.215360434,-893.510305437,-232.437961302,-1743.09883151,overly_attached_girlfriend,-1918.22111361,8462.51739644,735.917854073,2715.89362077,5850.91081205,-20.5395897617,11479.4549368,-4905.33965946,-7428.94370125
-3972.27143144,9987.28134341,-1555.54613617,-1520.13826374,-2624.25228841,2128.22700806,-663.935604637,-303.787925121,-1156.92101104,-5110.4550955,-5609.11569837,-2961.59824779,confession_bear,1246.00826497,-6072.42156037,3634.87408234,4712.11166158,1718.78398447,1161.65894061,916.555554945,1339.30715518,3086.65036503
32476.6760762,-5301.82580655,-3237.7228759,4921.15556723,9880.26802364,1454.69161384,-828.948412795,-3856.83200898,-5247.8820354,-6416.61936319,-2634.46934688,-5648.84104883,bad_joke_eel,7025.1010777,-2440.97459144,-4582.17111381,-2072.22381632,-191.241585411,927.33552479,1133.46481551,2278.89786052,-3109.3182019
-17897.2394106,-11041.4485626,-152.578292641,-1201.84054136,543.733771298,2432.57980891,-1872.9329474,3816.86029568,-2225.27583502,-402.343819143,1950.05115031,-95.9352795763,minor_mistake_marvin,-2450.10571572,-32.7181382703,-6096.87387089,2287.19295157,523.523608639,6962.7763547,4763.28022597,2355.09379055,-3535.17698599
16218.8564327,2521.77935195,-13586.1768099,8300.89908277,-6548.13795292,-16101.6523719,1756.93640761,14339.7874849,3375.26900722,-1831.1045804,890.850527881,-4061.24888728,paranoid_parrot,-3829.51667006,4609.96051054,-428.810359941,-314.93634099,-1651.41058705,-110.132738687,-2208.37840444,-4209.15113153,-3371.16116085
-14636.8408606,-1735.37162751,-5099.08988538,-4404.99276178,11061.4271295,4370.08546922,4643.64303088,6655.80389304,-2570.57060915,7787.08619439,325.743577648,-4656.38757487,college_liberal,5393.12624855,-547.098621766,3061.50325799,239.43967112,-2113.55894445,-2496.70580262,1573.66670252,112.761624101,1337.54383896
-18224.9789226,-9305.88495536,-8857.89911145,17801.5958601,1996.21062507,-3200.08662804,6692.59622022,-9153.59930086,2709.31397328,2724.23420879,-1757.31084206,1018.38480393,advice_god,-1786.45107,-138.442067153,-161.923830242,188.057041243,-689.121464345,-510.546897781,-1701.51892083,-1000.23964101,1681.37723717
-2986.03780486,15596.8940513,3838.89902329,-7656.41149386,9468.92417243,-8845.66930489,1549.72546231,-1334.9858903,6945.18104215,3666.52125006,-4797.54924756,5603.19461552,bad_luck_brian,-1332.55511179,2451.67488915,-3976.91188894,2651.95165382,361.468205909,-2083.92922103,1612.33517182,2660.70766544,2766.37196146
756.696736655,11308.3746722,-5900.38761516,-3191.61471837,-3480.26359821,1735.73620712,-312.588963993,186.240831066,-2036.95677511,-2784.46317984,-1673.50550605,8406.67744787,good_guy_greg,7487.22728996,-1848.81988933,5639.74561287,-8789.33794168,-4256.50921278,6460.16536786,-1735.86838999,570.525007172,-1165.06557729
-6002.10739433,10554.0875508,3283.06912569,-8414.84098744,8864.33144552,-6337.93809486,3086.6798315,1258.38773977,5374.8768493,1476.4576962,-4980.7195149,6501.79667367,bad_luck_brian,-1945.2875128,4859.76965727,-1448.47939038,1104.01009494,-113.87923947,669.135971492,-1484.31878709,2908.69297881,-1430.996139
-10153.2590627,-4727.35006944,-1014.32936647,3065.73463475,-9092.92425463,-4494.92217384,-7259.02460355,-2311.76367875,-3975.52996698,-2596.04979542,8197.13476463,6595.65452627,religion_pigeon,15634.7856039,5141.19605056,-796.260524698,11097.5288894,2325.26721131,-4720.29417078,-1176.75856063,-1115.60595499,-1041.26259596
-3205.77328579,10122.6809473,-8038.32552882,147.848030105,-4916.83936093,16815.115583,1241.71274326,1151.18349758,13199.0754269,-5033.39789468,3096.91615124,-1639.99832003,business_cat,1795.73948101,-239.585517338,-4907.28612723,-1787.69385179,4225.25864304,-4113.58233165,3055.26602851,2408.69136677,2387.7932845
22955.9024954,7194.83398544,-4828.94004177,5778.3218926,3190.83923353,-414.947101372,-3164.61112645,1385.25637479,3037.45050268,6108.18996857,407.674920268,4227.10486409,unpopular_opinion_puffin,-1134.99474128,5179.89791869,2422.341533,-4505.74956234,322.269051636,-233.741675874,3287.18122091,-7492.33580495,1653.04104157
17146.7184539,-22768.9430636,10273.5273178,-10711.8676018,-7435.52528648,780.977884485,10435.579401,205.129473516,1049.43016387,-6316.77594993,2122.96165992,1613.84833272,sudden_clarity_clarence,-1957.94915463,-2396.6828975,3093.57204423,2899.52546998,-2100.94112303,2021.94425571,-200.975917335,-3307.08374679,5881.32653058
-10100.2310742,4110.08007222,23686.4709209,10080.4665722,5266.46380229,-6418.84768224,-968.908711028,7493.71780514,6058.27139654,167.097639223,-1229.84615329,47.1230298637,socially_awkward_penguin,-2267.6397176,-501.846763737,-1791.14381185,1956.50753275,1150.05728957,-761.723810879,-1436.72997058,2957.70223688,-2239.43607625
-19590.7811502,-11842.4975037,-8516.450322,17341.3285758,2059.36338998,-3699.02776307,8113.19085549,-10667.2124827,1865.95024725,1517.87294327,-2089.98704202,1864.39484168,advice_god,-3870.80853119,-2348.73133239,1583.81180263,-263.554614927,-66.932971838,-618.082146074,-716.005908312,341.763193464,-693.572755828
18747.6762298,-19301.7126723,8340.96997551,-10397.1924405,-5733.93241904,-636.20201565,14629.2441153,-466.477016296,1354.3843396,-3989.92507905,248.486012116,1648.69658312,sudden_clarity_clarence,3259.81630073,999.776150922,849.167277511,-1233.75604663,832.884879315,7781.3103318,-5454.92565049,-2894.54282479,4688.75108292
-8925.73812501,-3685.63591729,-1171.86683215,3092.97155084,-9755.5373384,-5519.90886848,-7284.41255729,-1797.23317122,-4463.48437491,-620.157998196,9226.72268802,8335.17545483,religion_pigeon,18022.0682231,5598.76677781,-690.160129309,11452.3364656,2681.17453842,-2995.41894306,-2187.54815234,-3216.64962299,-552.909704219
-6409.71668233,-4199.87217041,-5040.59839603,-7899.63090928,-12095.8726253,-5299.77673864,7126.09142449,5658.48384085,-2574.63691226,-1297.01760336,2798.13228483,5048.48147543,paranoid_parrot,712.637414905,-7710.30006811,-2675.70432857,-1095.89518524,1825.50818488,-3230.81593768,1529.09551654,4446.06262667,1750.23319208
-17734.4594728,-10324.6403906,-477.407312346,-1320.4168328,527.780767125,2596.63164942,-1627.09342753,3964.40286475,-2100.59679967,-19.0315853329,1709.96340547,-826.330011129,minor_mistake_marvin,-1354.61372638,-423.733638144,-5074.24597674,2161.38055962,-14.6541041127,6418.17596737,5863.0114334,1330.74259702,-2541.52726679
24385.4853102,-2257.29973998,-3937.93023335,3477.59482122,11191.3617284,9514.70774338,-2689.38629405,5255.17302188,-7540.14417856,-6923.5860917,-293.526592422,12368.0759319,unpopular_opinion_puffin,-6664.73846958,-1841.28296493,3726.70352906,4491.82048502,-662.967365088,2525.64922401,1419.02268576,-1356.06237793,6346.45632207
