a,b,c,d,e,f,g,h,i,j,k,l,label,m,n,o,p,q,r,s,t,u
-4613.20764649,5932.93202718,-5238.39087635,-1029.09989612,-7141.21870707,-9398.72763387,1110.56656961,3063.89327876,1160.80858106,2156.54574916,-1763.70317322,3518.73780882,paranoid_parrot,-2877.22890098,-1884.3587583,-3285.04973378,5052.29763912,1353.94530638,-2810.87512302,-5584.24175241,8441.2177583,1255.86213991
-9458.22817992,-7548.08096381,1543.04307118,-5425.21950816,-1775.67528124,1694.63367813,-1910.55854287,3306.14564137,-3239.24065083,375.416314059,1931.30484745,3056.73901764,minor_mistake_marvin,-3376.172204,1525.24417845,-705.125176889,-496.379441902,-1922.24037915,2139.69834372,1617.88701361,2697.11431617,669.766386776
-11483.3091914,197.152473798,-2674.2452349,-9589.73832026,9401.58991401,-8749.82319299,-6170.99426632,-6199.6515163,2279.45001773,-5957.2068482,10519.6305349,-3559.76717458,sheltered_college_freshman,-2041.428721,-2105.29811097,2962.40851309,-2197.623367,1173.80878718,2208.40724446,-997.777526863,-2031.68169572,-457.800402536
-3860.44233212,10680.0280322,-243.099131892,-2179.66425355,-2981.10975096,613.820484374,-3255.7508047,-996.602229982,-388.692292522,-6880.29066309,-7791.01690897,-5741.08535592,confession_bear,-881.337250469,-7340.99110525,668.937329165,7407.93603961,-4071.43621723,-947.301212818,-211.162008561,-3251.05663996,-671.748444319
-18300.9465002,-12586.5957328,2809.12712918,-4520.88308034,-1379.98686428,1696.54315197,-2596.47462845,1040.00855345,-5778.72860988,-6991.24619528,-7933.07764535,196.979436521,first_day_on_the_internet_kid,-1809.57063451,6817.9850668,-997.513884086,-5159.69012399,79.5119332398,-6955.82720653,210.543430027,440.45613208,-703.058976294
33153.6783329,-3959.72888137,-1727.21388963,3283.18706826,9349.51015639,13.8557370049,2335.54012059,-4858.62370803,-3792.66467935,-6162.27640158,-1228.28813179,-3662.69034572,bad_joke_eel,9348.19010099,-943.801853253,-7760.09685048,-2893.33940062,-884.116788529,3562.45272199,-2597.17599031,76.3047439532,-1063.18754617
35221.7221811,-2371.0246416,-3461.92658885,5143.22113962,9255.71077847,-281.808334209,-1575.05478759,-6783.50586926,-1506.95606805,-2584.02462655,-3546.77596392,-6270.4349761,bad_joke_eel,7586.39636026,1221.21710468,-3837.65833424,-1600.80978032,746.572763242,1592.50436561,-1102.38597206,1074.34466001,-3831.92802188
-17654.6249847,-9887.16271949,-1453.46239338,2257.96036214,-1463.95584541,2283.91607389,-3382.71353607,833.45202647,-950.915878931,-3715.06956388,-2147.86288797,-3987.92581396,minor_mistake_marvin,191.933226941,-64.7213632009,-3474.96379744,4514.79944792,-545.630584458,7949.72725497,2319.98683629,978.382157613,3401.84064649
15183.7607682,-454.91768108,-13307.4803634,7394.12187071,-8170.66317848,-16567.8545574,1761.93444217,13846.6644962,3556.00306756,-3765.93254191,1045.69928802,-3420.7837266,paranoid_parrot,-2538.02796592,1229.38306455,623.415141461,-1702.90484439,1406.14028263,-1006.30685902,-303.476113894,-1000.52684821,-19.3246549796
-2763.690373,11009.4167462,244.504713122,-1255.9725378,-3674.2067638,6549.69762724,3321.5968369,900.681777864,-7331.56348008,1625.47940056,3707.72416111,193.762691012,philosoraptor,-2628.43630935,-6345.73048396,421.877435917,-447.330528969,7170.48820497,-968.914746373,-3907.90962439,-253.008451602,-3629.36937855
7658.41560857,20507.7544795,2496.89444764,1348.28275411,-7571.78784295,1115.30154884,3326.13060237,-7482.93221295,-8358.09972287,3958.02220685,4371.27060511,-5314.7910243,high_expectations_asian_father,-3983.53589608,7624.31955855,-599.391248298,-630.630982761,-2275.33938486,-1776.73982409,8624.97572578,1554.57452356,-960.223972413
-15134.1286961,-6656.13590002,-1392.02846355,-1503.66783954,-991.054864843,-956.066089011,-2742.2966243,2211.40959238,-1380.0327646,1428.30356927,1584.95376293,-1626.97378437,overly_attached_girlfriend,2441.22655657,1890.82203069,5485.92849923,-1252.43679727,10636.0965262,7670.54239142,-805.28585453,-4326.1112882,-276.344982501
14464.0584814,-1149.70591915,-12903.2202847,6740.26387293,-8384.13069689,-15584.1806877,1538.79809825,16274.4262916,1617.50029095,-2849.68915541,823.956580884,-1814.2183181,paranoid_parrot,-5010.15002564,2403.39017986,-1016.37561315,-71.2162814008,-4306.38064455,1057.17875187,-1828.66184063,-7546.457739,-2168.95024302
-1332.72057214,12870.0594688,-812.977328107,-1341.84777503,-2987.15601623,5259.36041503,3410.51280038,-798.581484413,-4576.83537044,2538.28601532,1052.40957424,-968.51262516,philosoraptor,-1277.0531354,-2525.87855056,1073.8098874,-1105.51363799,6204.58053513,-467.952019388,-6378.34823385,-99.310562386,-5805.79164594
-19293.5495261,-11711.4445571,-8070.84170507,17445.1033726,2336.80620811,-3292.25196067,8122.96819955,-8244.30335644,55.9029280519,368.090435788,-776.09140751,3002.16479417,advice_god,-1425.15334791,-2347.26184315,285.241072356,-410.581905259,-160.259917109,127.981557971,-370.797678731,-615.410999641,584.096794406
36394.7634685,-3856.91799847,-2782.68927086,4637.9574134,8748.64814803,-331.419652415,1342.1404323,-5040.42705807,-1586.99273528,-3546.13539849,-1802.58389902,-4843.41611477,bad_joke_eel,8612.06290807,1359.3548537,-4844.97254703,-3981.5918151,-422.130144387,2149.20769645,-1697.16243306,-1293.51974565,-4091.08527276
15207.4471703,1218.06624056,-13350.8956673,6925.05524467,-7856.2945982,-16980.3135884,1975.68195618,14052.869568,5267.60943912,-1411.47200304,590.316691028,-4184.80152498,paranoid_parrot,-2771.51059071,2418.57341956,-610.900782326,-478.120469864,877.852189247,-45.0376891598,-1800.47827952,-3375.70520403,2461.439139
-303.715154561,14995.9186161,1325.59806497,-4529.86412824,-4499.37959788,-483.277163692,-809.527796786,-2950.17015097,152.533074802,154.864378766,-9366.48938902,-2148.6179782,confession_bear,128.070260674,-6458.52178255,599.372495284,5119.34549733,-986.819196477,764.777950334,-4634.0850808,-2580.78695914,3566.36619134
-18310.6998967,-12957.6644862,3144.02415996,-4044.21373035,-1241.43507211,1675.45677748,-2885.42603282,1462.60066599,-5250.83066181,-6264.51886786,-5745.70775781,632.015809018,first_day_on_the_internet_kid,-1720.45605098,6978.0408654,-1777.46358537,-4160.4446153,-1320.75209304,-5900.9457668,-906.25855876,-1019.52063023,-1419.06001525
-2419.76706936,13154.0722221,-5734.59210905,-2551.7770415,-3746.31021105,1319.22604803,-4965.52383587,-2869.06712053,3565.95607519,2044.2414308,-3792.14075688,3551.59880981,good_guy_greg,1279.02535844,347.687071667,6264.5504888,1780.16798497,-3510.85066728,1177.97751657,-2410.15922182,5116.53651066,-2831.96302969
5969.03770789,19834.2045807,4266.48681704,20.7715471174,-8069.56174139,980.01137771,5127.42092109,-6793.62097089,-11314.7012742,3144.98637927,5677.03602471,-1167.44654538,high_expectations_asian_father,-3376.23624992,2057.91183006,-2475.91295122,101.634273593,819.185760792,568.903341795,6803.26485505,-534.954506451,2478.49600471
17193.6991692,5175.98901127,-7546.61935244,2675.38384526,-4032.763383,-1965.28685238,-8410.17654893,1057.53065613,4671.63832377,2537.37825696,-2852.20720121,-627.98434576,good_guy_greg,-1699.71809185,5117.7984274,3724.6610648,-1030.88246345,-7428.2270575,3686.638882,1183.39270644,-5458.44341638,-9123.95128052
4651.2327614,18154.9098549,-1686.5113625,5327.14004238,-5668.69163477,1899.58006922,1821.55269339,-6507.05068582,-7439.84522943,4873.37190999,2262.40528369,-3969.19104711,high_expectations_asian_father,-3668.35436218,7597.22638213,-1210.70750867,1205.57067458,-1911.33672535,1333.01612728,5013.11668899,-1401.45234693,4842.68586472
-1918.40572036,11322.2078042,-45.0266041452,-1191.31656189,-3041.29506258,5841.39918854,3961.17084748,351.370317648,-5091.54408271,328.379282111,4089.04686454,-2132.97702979,philosoraptor,-2507.69816245,-2349.36226762,1329.94870191,653.445877972,4031.48990498,-1975.62696316,-3739.97673364,1125.64873361,-8690.50760475
-10568.4990929,-8635.13496869,-6.8014329572,-7577.36899869,-346.020718395,-1615.58729516,1392.85954861,1275.05114246,886.605583584,5708.90966845,718.684986685,293.58027415,overly_attached_girlfriend,-1099.74337422,4244.42012699,6856.71518496,145.441243099,9161.70021222,2734.86544203,2864.34810268,2189.38125465,-724.241000774
2003.04458613,7848.61371877,-7442.41957827,4854.37509592,-7616.53484231,-9284.96428631,2368.2147198,5983.63842562,-289.129450388,-4274.17013691,3991.12590722,-613.823743994,paranoid_parrot,499.273576835,-115.191799628,-250.058384151,498.074169637,-2303.40582998,-2671.73286278,1663.13681753,3929.18258145,-5683.81303766
-1075.88400442,11709.5582878,5011.70581297,-1819.2344327,-3728.42716286,-1176.05866189,1921.9003596,-4728.25615953,-6097.06451122,814.428660869,1472.03823453,-760.920474474,high_expectations_asian_father,-7615.09731016,4048.25041969,-5558.64534923,5877.13718721,-2191.66942148,-65.1916762996,-1775.03725422,3844.13529511,-1180.70309419
31135.8782059,-3391.90111378,-1809.56519454,4140.36242351,9562.61748011,1555.68062121,1359.42990736,-3254.78815912,-4753.75477087,-4995.75791527,-1022.35077447,-2846.00568885,bad_joke_eel,6447.58580213,714.726434149,-7431.86591383,-1057.89858957,-3721.94838821,4334.16610319,-3952.12228004,-941.479821902,1979.37564855
-2121.86991671,10636.9055735,134.245858582,-2078.053128,-4093.76087193,5568.21838452,4155.76035857,883.866381347,-6493.27828923,351.509858638,3223.52247578,-772.480364398,philosoraptor,-1307.19907569,-5110.12493406,1341.94805371,-1852.24805914,5997.86339807,-2323.97306796,-4225.31918013,838.290015073,-6735.19955945
-9693.13205311,-4051.76309862,-670.808442043,3303.2005417,-8821.04369823,-4740.32481883,-7070.29075499,-1940.71175195,-3755.20805646,-2125.90626547,8302.53471738,7572.54127875,religion_pigeon,15681.1596702,5566.44965138,-1702.42011489,11830.6607656,1839.82005144,-3239.47483772,-1918.37594099,-1515.9653409,-157.317427806
-1914.76989375,12499.2509331,-62.807460559,-2614.92562697,-4019.79179457,1083.29641797,-768.570342072,-961.134197647,-883.932924934,-6050.26250408,-7770.883003,-3650.85645237,confession_bear,1289.7290491,-6304.74453579,1431.67802527,4609.24381523,-2607.2075957,3477.57383346,-2505.86306921,-7192.13111559,1013.17538301
-14882.4325981,-6774.16889017,-4216.71723285,4313.49074537,-1825.81371029,3697.47985701,579.723854187,684.997128392,1185.71867848,466.938617055,-717.073077033,-1403.06490101,overly_attached_girlfriend,1836.09510601,2665.53786726,1330.63401282,1370.09100161,8063.41604401,7799.78732599,6422.02519005,2703.83790661,274.35542159
-11267.4427715,1371.0019496,-3366.12752092,-9633.65487566,9417.43660514,-9368.10536726,-7886.84242466,-8227.87992961,4304.8602584,-4611.52185235,10257.7457508,-5724.48995359,sheltered_college_freshman,-3228.48424085,-1049.18320873,4013.51885675,-2158.18985268,1363.22651724,1148.82665023,-1561.89758423,-904.390166818,506.568116018
-17931.5570812,-12060.5695455,2713.90537703,-4277.60935462,-1376.89189745,1675.52022591,-3201.14892855,979.310026673,-4912.7248811,-6186.81817871,-8755.04152603,420.110686538,first_day_on_the_internet_kid,-781.602733479,7447.32886802,-1764.33899238,-5187.53462536,255.533766875,-5840.79077093,-1030.23563141,-764.350681741,-1061.50627694
-19465.0847858,-11251.7337536,-7535.14106887,15507.8594255,1243.62805231,-1701.19784584,7465.45830238,-7156.87219015,1780.58346994,3002.61793709,-513.229248906,3554.65272722,advice_god,-2685.53079629,-2067.08799105,-695.327820153,-321.500951613,-2303.36011604,-806.046791291,-1080.93899615,-2984.06220953,2205.2832586
-14852.6997904,-1610.67365912,-5167.0585812,-4248.23840981,10749.295492,4929.04104384,4629.12025629,7181.16418462,-1658.60132611,10181.964706,598.920105469,-4537.04333325,college_liberal,4636.67944071,1342.42728452,2617.0805173,1365.49845037,-4793.88701958,-2053.23473714,-287.206452497,-1231.92586172,923.876716695
23903.4523509,-1593.56902151,1863.67451369,-364.488502527,2520.983472,-3881.92954913,1579.89086118,-2373.55615235,-2948.96618033,4598.52362969,-280.642466494,-1002.43485667,bad_joke_eel,3840.62556172,-821.503827593,-8367.4149898,-6368.19339092,2298.58567356,-2343.71859828,-1514.07926931,2100.2872752,5477.22629009
-2104.56099938,12006.8629509,-283.948558941,-1746.63381375,-3478.55398801,6091.84921985,3802.13122309,435.937298422,-6365.98167809,1405.62765204,1906.52353827,724.182853175,philosoraptor,-1898.09420904,-4573.56131333,895.409821422,-1144.82164532,7498.81998484,-103.820489068,-5265.44899509,-1377.08263115,-3904.57175734
620.104802726,11858.0802815,-5904.46630921,-3491.78985647,-3717.48733126,1459.31901556,-1.53133704175,-317.753106263,-1291.66423752,-2608.6187121,-1751.4518341,8430.16322252,good_guy_greg,7344.6407215,-1569.42604773,5870.45847586,-8624.54461599,-4266.04573574,5857.08853037,-1295.19738615,953.899053101,-1183.38398365
-6992.27420953,811.31215235,-258.535903456,-3369.26156241,-1586.76779851,-4091.14531839,-6669.06809655,-4649.03178278,-4059.88487384,-7557.06555755,3067.78818008,-331.881473339,sheltered_college_freshman,334.784626896,-2296.7640536,1251.00964551,-5197.39948323,-3735.01009562,-9069.38074221,2016.42583696,-2637.45773318,2566.98654685
-8.86533176734,11451.0778697,-9991.42327003,4215.78469699,-7732.22532157,-9935.46416102,2986.92767758,5719.35481748,-2295.37903955,-519.29794276,-1478.02091805,555.940824229,paranoid_parrot,1169.34586245,-3174.34027136,-2034.656369,-1194.76723955,2434.04743026,-2934.99517109,-1111.27539081,4340.46958483,6807.17297385
17765.8917779,4218.34881261,-6932.02510855,2210.26486537,-5147.84671857,-851.028022254,-7198.48887527,2780.16695017,231.830602663,235.509622625,-5099.17040103,411.588492138,good_guy_greg,914.657649517,2466.11449643,3437.75772164,-2877.77986089,-4319.57235261,6274.97267712,1851.38339232,-5385.50562199,-8256.34303332
20339.3061651,-17756.5437637,9977.96273517,-13280.1480104,-7427.14921867,939.231729972,16516.8176963,-1488.18972102,3459.37907752,-6252.93199353,2371.12131836,1388.43681664,sudden_clarity_clarence,415.189948109,-1527.21806782,7017.91420057,2344.23737592,-604.313652323,-364.120178953,2500.27532984,1752.00875477,-2938.54287315
-2450.69655326,12409.4026002,36.6493421213,-1926.14017095,-4454.55320849,1518.64554482,-2427.86566279,-1522.48193636,-1528.30616972,-5560.40944018,-7607.80325355,-5060.18989771,confession_bear,399.669796515,-8136.10529214,2438.9275046,6073.5013805,-1868.77714364,1401.37105653,461.691357594,-4506.29472083,2298.37841284
-19636.0430789,-12519.3597321,-8266.33567509,17616.211392,1337.91510311,-3113.93217615,8959.4222595,-10128.174091,1764.52794118,1168.40344743,-1376.35027162,2877.3741677,advice_god,-2578.09894454,-2338.41385924,1420.10363137,93.9283699271,-1137.52433038,-1069.79581911,615.357784915,-213.596661154,-1631.95566356
-4880.18849955,9899.83834298,-893.741149647,-210.428378573,-1323.08443071,5008.33368756,1160.5560777,1996.76988579,-1967.95764006,841.584792769,2162.1956255,-1301.81888156,philosoraptor,-4735.34798214,-603.079986511,-126.362854063,3648.08401355,-1993.07378854,377.33444501,-4653.04472527,-2497.77215537,-5394.9066852
-18539.3999034,-11962.5625569,-49.6041323046,-1301.84364679,401.37078995,3463.34021987,-1827.14385303,4567.92275331,-3512.10724529,-1328.8845865,1690.37681175,-44.9018145209,minor_mistake_marvin,-2569.07985317,-1045.35906225,-5449.60523099,2234.93222542,1611.23299403,7588.83179805,6035.22887996,1485.99952909,-1710.56753536
-5152.77490262,6487.62300884,27098.0906455,12165.2047016,1167.60294532,312.331814104,-546.654477777,5509.75413987,2540.28084056,-3577.23764035,2120.3918876,-2144.53674291,socially_awkward_penguin,1004.87094144,-1819.0990607,2090.84899262,-2934.22677154,400.226213208,1028.4848016,-90.0717477341,345.015413518,-1666.43898773
-2703.27372408,10735.5404081,164.308321262,-1536.75448081,-3963.20333856,6567.11980164,3649.7947622,1365.69383239,-7633.03785427,1060.36898588,3202.22902658,332.930933292,philosoraptor,-2348.80378484,-5872.04382827,1026.16826215,-1133.56871613,6708.7559557,-966.722123222,-4581.41106678,-310.870787617,-4272.43262176
-14363.1123961,-5079.32690946,-46.7292108303,-7656.30418427,4984.64379042,-4227.113669,-1339.22734616,-86.3550111512,131.825958932,1358.68950428,5026.55355168,1348.67664381,sheltered_college_freshman,-212.94629262,-2832.41829714,-1838.16155783,-975.350336773,2166.95664784,976.750747275,-3425.67767983,-2718.65568977,3313.67291728
-19202.4175371,-13893.4369104,1607.83803017,-2738.36480411,1477.69017018,1874.26322714,-4277.86615367,402.8147352,-1605.93679062,-3980.50665375,-3725.71765943,-3689.69871053,first_day_on_the_internet_kid,236.39362086,6605.91198565,2470.35798153,-4498.93798448,4517.28555645,550.996522892,-2660.52356613,4649.35934549,-1061.83728504
-14858.510613,-1884.11774786,-4874.88839659,-4478.36426364,10790.1735632,4586.55832301,5337.1722806,7223.6801,-2459.15011595,8663.67291343,1422.54306356,-4170.27852725,college_liberal,5199.82732745,325.426094735,2664.68355709,1179.19964851,-3582.97052672,-1603.8450963,392.739650668,-955.818953538,1033.12265919
-18584.4898005,-13325.8883436,3070.51664291,-4693.32871667,-1839.75390693,2462.06753428,-3764.67391104,1373.04994974,-5373.04379715,-5863.67520653,-7885.55443704,1009.3929863,first_day_on_the_internet_kid,-1377.20375625,5939.0938539,-1594.53136514,-4501.58660203,1144.21460874,-5185.77056158,-739.490184871,-181.6365939,-572.081567874
-18446.5445949,-13647.6021655,3144.3017273,-4777.99419358,-2163.5097893,2611.41954036,-2615.58902622,2113.00607424,-5744.42363605,-7239.71898614,-7154.62420608,1931.93962262,first_day_on_the_internet_kid,-1631.79001058,5908.47534544,-1765.0784439,-4674.08045579,-130.460587623,-4555.47932451,-1230.16428735,-1804.33189013,-2070.25646895
1016.60156287,14601.8350578,-7350.53466331,341.49844888,-6771.13005471,1491.15139646,-6010.5853113,-2943.12323757,2646.15625751,859.87465864,-4066.62408169,3253.78640061,good_guy_greg,3447.72533778,2415.40051277,8332.35525635,-2820.55910682,-6876.80254735,2764.0656225,-960.080728079,4755.07403801,528.965191982
-11325.4020247,1498.66817676,-3407.01567939,-9640.5613105,9481.65130116,-9336.49139386,-7794.97189196,-8257.3982916,4385.80684495,-4514.95780199,10015.936313,-5904.69895959,sheltered_college_freshman,-3467.59257267,-831.020136623,4396.10428522,-2033.26395249,961.952445806,750.769793516,-1551.7463457,-1078.97826416,337.691513815
-2110.49290081,12312.9136072,32212.8663789,14901.7657356,2268.90110427,-2169.36455141,-1690.75850957,6991.43832467,4666.74797654,-587.336084058,23.0543775094,-1157.57516568,socially_awkward_penguin,3042.36063532,-461.225324536,2176.05372706,-1745.71801796,-596.600369178,1200.62884898,-2729.65015991,-1052.3079987,-764.516941382
-2591.0820906,15454.1200315,2435.0641443,-8212.29588767,13146.003585,-9041.57506828,4841.49391995,599.103498945,5040.27717535,-1346.58714602,-3752.59735864,8912.26796545,bad_luck_brian,1235.9900865,2147.07642644,-6190.72397779,594.660881524,-156.760755798,1726.51304054,1384.14656845,-2899.67084604,-1832.09926904
10010.1527106,-1219.82682226,-1308.03640325,4717.81240819,-4622.70431658,-649.823846997,-5368.7398066,-2659.36057509,2811.31968851,1572.96222206,-4575.84258598,-1747.16684382,lazy_college_senior,7215.4764332,-2177.05485864,5893.73092381,-6390.45667923,4317.84211539,2141.03578411,12880.6463167,-1424.28008224,8186.30879275
-10949.8874504,1296.65402633,-3175.16556,-9309.95128843,8995.63246666,-8485.34615221,-7527.74585967,-7186.73197012,4071.44320103,-3910.0031431,8536.37555218,-5156.22108993,sheltered_college_freshman,-1762.0736818,-584.419919688,3085.29213181,-1059.42647171,772.023346201,764.283390149,-548.259969286,142.662813718,-977.377622132
-10141.7820299,-4656.50426676,-1417.95679442,2901.11837658,-8747.51056889,-4695.7645294,-6397.00018786,-1457.03211373,-4273.09559911,-1909.92613697,8618.60550407,7040.15615979,religion_pigeon,15626.5036981,5635.82420998,-1133.97391653,11796.1795008,1582.41346449,-4410.64537896,-1379.75809186,-1744.8316528,-1598.48760078
-20183.9429868,-12948.0174737,-8334.52013199,17812.7856966,1723.7158411,-2145.45705675,7980.22179879,-8527.19741586,53.1746233523,318.206406312,-525.884907925,3919.77338712,advice_god,-3473.78041401,-3392.12538826,380.913074707,-653.915610552,-1380.66973665,674.370980802,-997.179974532,-1658.4022905,468.736513638
15543.0647694,-17456.712028,9285.28358145,-10691.247425,-3733.32556012,635.394237492,14555.2180083,-1220.70111969,1126.47374523,-4436.2100432,2197.33912743,2491.61438711,sudden_clarity_clarence,838.331582807,256.099283915,1164.57052878,-344.059315812,210.340602322,926.888425221,-2070.55290861,-2994.41817242,-414.662109249
6902.31135194,21989.405104,2913.75767969,742.102179293,-4947.52282798,-281.470657083,6005.04395457,-7914.00157995,-9921.77504922,4344.60331009,4643.52871406,-3878.21211666,high_expectations_asian_father,-2874.2519664,6554.72572718,-3021.95755473,-366.108689469,48.8353144374,23.8865472704,5224.12471242,1342.68455474,3384.00656159
933.922910217,-13977.2653917,1445.08384996,-2695.17417024,-5862.90114053,-885.597025513,-7968.47690463,1556.22506393,1636.48798468,5575.79340329,4045.14856084,3358.35583793,evil_toddler,-2994.96740941,-4071.71248988,-4401.15876986,-440.239614142,-6235.57972539,177.944373922,-1586.19215327,2679.76193341,-3742.97882955
-2808.91046523,11735.2794566,-276.687512173,-1204.14411139,-3331.18232213,6393.21218349,2502.70089056,885.476832626,-7134.24807689,2765.47238606,1977.98773223,-803.065030988,philosoraptor,-2313.86224219,-5651.72607131,604.877827615,-188.494850337,7837.45192385,-1478.5912842,-4019.48007331,277.025217594,-2389.0180318
287.922383127,11804.1856946,-5303.89307162,-2755.95988487,-5485.17590728,1545.2762575,-1181.14908583,-1392.31752223,-1023.59972684,-334.495878032,-952.192250131,5164.8046703,good_guy_greg,5407.06146702,-2613.33997206,7195.72050107,-6128.53794099,-3174.03744019,917.08872258,2464.35698166,6214.79815349,661.873228762
-133.003874354,11564.0759395,-10234.6302834,4433.73020507,-7703.12727076,-9409.35442244,3668.83904979,4909.37582757,-1144.12034721,-2290.93110646,528.347628357,-773.3065091,paranoid_parrot,821.771260505,-3121.33984466,484.268021146,688.139441764,2199.33465961,-5104.28390744,3797.51305986,6937.91508186,3189.77531348
18429.5437167,-19849.9846242,9979.63407974,-11876.9476602,-4003.41089997,1063.57631943,13367.5835382,-39.2375368849,2488.90291777,-6547.24876299,3824.74938255,413.901644583,sudden_clarity_clarence,-1142.35203087,-880.752263236,3900.63708334,1417.93226162,-2323.56092301,-1271.54719473,3259.20425891,1258.97709304,-695.948316292
939.984958386,14469.2368699,-6434.34276208,-650.204036125,-7516.98804661,1913.45639626,-4246.09655492,-2481.99707992,2367.14870879,307.608916002,-2416.99052948,4355.71436546,good_guy_greg,3797.08019134,1779.20124864,9252.01711703,-2922.11203904,-5563.84325723,1801.71268005,487.233682965,4702.24737482,-2347.53341121
-4039.84723929,10742.6668531,236.199374318,-2932.28021123,-3848.76254611,286.103901988,-2030.286095,-1777.26958842,-71.2358902358,-5446.57195615,-7905.7260652,-5561.84739218,confession_bear,-1203.13165265,-7271.87895576,1950.74950136,7641.64534153,-1966.08384758,373.935672288,-730.207612821,-1938.65574737,1800.13458724
-17951.2875458,-10248.7971736,-1094.58834643,-898.689091317,1084.75150087,3291.66469012,-2328.97082182,4130.9378608,-3036.34889958,-1066.89262694,655.10249277,-1297.94404838,minor_mistake_marvin,-1676.85528853,-1138.68851715,-5120.43070018,1983.89554026,895.664677279,7385.35636341,6691.08277956,1403.4494711,-1444.6210484
-11325.5361521,2031.70329661,-3595.88823508,-9307.42198099,9588.68342629,-9494.19681165,-8330.026641,-8582.43114059,4667.86549688,-2619.40848421,9206.17188879,-6322.87731708,sheltered_college_freshman,-3782.32286436,79.941966023,3408.93826827,-2029.06833052,1466.00887707,1148.28596691,-2611.34461152,-1249.87096997,1828.25377559
-14772.1622257,-2344.10568212,-4840.09626031,-4752.25791794,10763.983022,4333.05605234,4181.86811086,6889.17295745,-2852.87354403,8819.87847116,275.044521956,-4224.05150053,college_liberal,5367.15856221,-107.106054313,2114.95025001,374.360979967,-2953.33916048,-1634.52169628,-577.607862536,-198.526200961,1304.87015375
-10617.5261365,-5153.27774287,-712.555885603,2590.26370201,-9698.0603673,-4097.04780066,-7566.66440205,-1020.1556269,-3672.96901721,-1519.92756443,8421.21244781,8449.48127346,religion_pigeon,15342.7355414,5126.2796672,-1412.3249133,11352.8507716,866.07475862,-3154.77618101,-2703.36416119,-4385.85751815,-233.171342921
15613.7251956,-13947.4119424,4275.12809552,-4295.61755368,-8162.69097349,-3034.09640114,-8119.58191309,-6800.56973733,6682.96633101,15601.6531529,-7442.49349782,-178.98629977,lazy_college_senior,3445.84326942,-5674.3961727,249.916877176,-1880.94328391,5431.48232526,-3278.86274655,4246.26461215,-6518.62341909,-1154.18823532
-1237.23695516,11953.7435583,-8449.05851177,-579.50303816,-6124.15889268,15877.1956457,1928.4135315,568.101480669,15599.0570643,-4765.97913307,5378.13490495,-1408.27808496,business_cat,-193.602575567,2602.99810146,-4264.24806777,-29.7293334016,-1958.73882245,-4810.37669968,1048.22544591,-1042.5203304,-884.9552729
-14722.8492526,-1592.69886457,-5144.44737381,-4099.60911521,10853.2172283,4777.99347073,4384.5988005,7225.80240508,-2263.12567278,9656.07783081,331.866832026,-4793.90501296,college_liberal,4736.0561875,1137.24576408,2505.12907618,1479.81700336,-4524.71618134,-2026.79748922,-510.436830215,-67.6576805724,1624.3489786
-6025.31894292,9217.61222269,-9857.59016294,2388.59830613,-646.55996029,17741.6052783,3053.02859232,2606.85078163,16583.0706055,-4647.15111759,5620.47295076,-64.839697309,business_cat,961.459977006,5849.56530148,-6756.63024223,-31.2762387356,977.278390783,-529.623606239,-3800.56891199,-2933.15937792,1711.50007022
-2652.3423386,10849.4675764,-129.429946419,-1190.64329789,-1690.85594135,5728.38831099,4673.7098875,703.278490971,-5335.25606931,614.335947973,4053.62536896,-644.051468011,philosoraptor,-1841.75554235,-3772.77720836,672.190496174,-1033.57284696,5143.12691763,-2975.98300699,-2623.26369857,570.141387734,-6400.81153317
-9461.23792784,-2984.858846,-2591.31829583,3271.89809504,-8538.39585656,-4437.64471718,-6894.56403819,-3215.59235295,-3991.61122417,-1760.36251085,7657.80211002,6115.21473457,religion_pigeon,16004.7037057,5879.72852706,-80.7402516372,10462.5452227,3373.46970613,-3794.25466195,-695.593733957,-900.830215481,-573.959174905
13908.007456,-1682.5803435,-12474.53472,6480.52851875,-5091.31147479,-12656.1692206,-837.898385979,17118.2072169,-1399.86345018,-2450.52943623,936.973429034,-2684.84907698,paranoid_parrot,-3090.75910214,22.503382253,-945.050440815,-187.822257805,981.44596803,-1117.71571944,509.147465409,-2349.61693612,-1970.50945999
21891.5045056,-19304.1890806,9459.71411591,-13391.2944238,-7761.16665272,363.446394244,16941.5146764,-1247.07488126,3928.66548102,-5616.72191889,1734.52576893,604.748752159,sudden_clarity_clarence,2018.10691751,-949.508553932,6309.76285984,1227.70861734,-705.090903524,2697.72793577,137.887294039,91.3642616805,-1932.9831424
32268.0037679,-3728.56739359,-3213.92629753,4416.16654164,8835.10082243,538.232437219,-1636.06721884,-5303.2975262,-3873.85150901,-5723.47932657,-2577.71325345,-5575.81657922,bad_joke_eel,7525.28500135,-2415.583324,-4042.00629228,-1683.8812721,-550.144862723,862.44203993,50.3484598766,2458.39845862,-3802.36255611
-14796.8292264,-2258.66899825,-5124.60788916,-4342.02815692,10837.0271065,5116.00138711,4193.79907916,6976.27465954,-2635.8140803,7378.21703435,933.887639284,-5152.62501367,college_liberal,5164.29992234,-548.674722036,3178.72759423,1239.94806608,-2665.7334207,-3284.64376808,2350.79773752,1468.20925409,-118.397629179
